,pair,count,sample
36,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40,72657,11
37,Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63 --- Random_control;;;21;,6129,11
38,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,35089,11
39,Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72 --- Short_nuclear_domain;DPF1_HUMAN;Requiem_N;34;71,1672,11
40,Random_control;;;372; --- DMD_control_tiles;ENSG00000198947;;259;,508,11
41,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Silencer_tiles;ENSG00000069812;10,20611,11
42,Silencer_tiles;ENSG00000141644;47 --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,11476,11
43,Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77 --- Silencer_tiles;ENSG00000061273;33,1394,11
44,NIZP1_KRAB --- Silencer_tiles;ENSG00000174197;238,2539,11
45,Random_control;;;89; --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,6099,11
46,Random_control;;;297; --- Random_control;;;124;,2298,11
47,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,4396,11
48,Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65 --- Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65,13734,11
49,Short_nuclear_domain;NOTC2_HUMAN;Notch;1440;34 --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,2808,11
50,Random_control;;;89; --- Short_nuclear_domain;MPP8_HUMAN;Chromo;44;50,2061,11
51,Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63 --- DMD_control_tiles;ENSG00000198947;;31;,2982,11
52,Random_control;;;124; --- Random_control;;;124;,69561,11
53,Short_nuclear_domain;MTA3_HUMAN;GATA;357;37 --- DMD_control_tiles;ENSG00000198947;;171;,691,11
54,Short_nuclear_domain;KIBRA_HUMAN;WW;1;29 --- Short_nuclear_domain;KIBRA_HUMAN;WW;1;29,2082,11
55,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63,5030,11
56,Short_nuclear_domain;DPY30_HUMAN;Dpy-30;19;41 --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,874,11
57,Silencer_tiles;ENSG00000170604;0 --- Short_nuclear_domain;TOX_HUMAN;HMG_box;255;68,970,11
58,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,4021,11
59,Random_control;;;205; --- Silencer_tiles;ENSG00000111642;38,6869,11
60,NIZP1_C2HR --- Short_nuclear_domain;TERF1_HUMAN;Myb_DNA-binding;359;48,556,11
61,Random_control;;;385; --- NIZP1_C2HR,810,11
62,Random_control;;;205; --- Silencer_tiles;ENSG00000069812;10,31482,11
63,Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56 --- Silencer_tiles;ENSG00000088305;10,4190,11
64,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46,31888,11
65,Silencer_tiles;ENSG00000076108;118 --- Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34,12269,11
66,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,4348,11
67,Human_KRAB_variant;M0QYP0;367 --- Random_control;;;124;,9820,11
68,Human_KRAB_variant;M0QYP0;367 --- Short_nuclear_domain;DPF1_HUMAN;Requiem_N;34;71,3527,11
69,Short_nuclear_domain;IKKA_HUMAN;IKKbetaNEMObind;665;36 --- Silencer_tiles;ENSG00000174197;34,2569,11
70,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Random_control;;;257;,8095,11
71,Human_KRAB_variant;M0QYP0;367 --- Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26,2656,11
72,Silencer_tiles;ENSG00000061273;33 --- Short_nuclear_domain;CBX1_HUMAN;Chromo_shadow;104;52,1216,11
73,Short_nuclear_domain;BTK_HUMAN;SH3_1;203;46 --- Random_control;;;297;,1828,11
74,Silencer_tiles;ENSG00000130706;26 --- DMD_control_tiles;ENSG00000198947;;259;,873,11
75,Random_control;;;372; --- Random_control;;;124;,4636,11
76,Silencer_tiles;ENSG00000076108;118 --- Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48,2323,11
77,DMD_control_tiles;ENSG00000198947;;176; --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,950,11
78,Random_control;;;89; --- Short_nuclear_domain;CHD3_HUMAN;DUF1087;1286;60,1162,11
79,Short_nuclear_domain;ITCH_HUMAN;WW;302;29 --- Short_nuclear_domain;ITCH_HUMAN;WW;302;29,17539,11
80,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Silencer_tiles;ENSG00000061273;33,5174,11
81,Silencer_tiles;ENSG00000170604;0 --- Short_nuclear_domain;PCGF2_HUMAN;zf-C3HC4_2;1;39,991,11
82,Human_KRAB_variant;M0QYP0;367 --- Short_nuclear_domain;ITCH_HUMAN;WW;302;29,6600,11
83,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,8833,11
84,Human_KRAB_variant;M0QYP0;367 --- NIZP1_C2HR,3724,11
85,Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34 --- Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34,22160,11
86,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Short_nuclear_domain;SSX2_HUMAN;SSXRD;108;31,122,11
87,Short_nuclear_domain;PCGF2_HUMAN;zf-C3HC4_2;1;39 --- Human_KRAB_variant;P21506;146,1371,11
88,Short_nuclear_domain;NOTC2_HUMAN;Notch;1440;34 --- Short_nuclear_domain;YAF2_HUMAN;YAF2_RYBP;78;32,595,11
89,Silencer_tiles;ENSG00000141644;47 --- Random_control;;;372;,6535,11
90,Silencer_tiles;ENSG00000100307;18 --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,8882,11
91,Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72 --- Silencer_tiles;ENSG00000061273;33,4315,11
92,Short_nuclear_domain;ZFP28_HUMAN;KRAB;209;37 --- Short_nuclear_domain;MYBA_HUMAN;LMSTEN;223;46,2247,11
93,Silencer_tiles;ENSG00000188779;4 --- Short_nuclear_domain;DPF1_HUMAN;Requiem_N;34;71,911,11
94,Random_control;;;257; --- Short_nuclear_domain;CBX1_HUMAN;Chromo_shadow;104;52,3074,11
95,Short_nuclear_domain;GSX1_HUMAN;Homeodomain;136;56 --- Silencer_tiles;ENSG00000111642;38,432,11
96,Silencer_tiles;ENSG00000088305;10 --- Human_KRAB_variant;M0QYP0;367,1937,11
97,Silencer_tiles;ENSG00000076108;118 --- Short_nuclear_domain;SUMO3_HUMAN;Rad60-SLD;12;70,6285,11
98,Short_nuclear_domain;TERF1_HUMAN;Myb_DNA-binding;359;48 --- Silencer_tiles;ENSG00000174197;34,537,11
99,Silencer_tiles;ENSG00000130706;26 --- NIZP1_C2HR,2896,11
100,Silencer_tiles;ENSG00000100307;18 --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,2393,11
101,Short_nuclear_domain;MTA3_HUMAN;GATA;357;37 --- Short_nuclear_domain;CHD3_HUMAN;DUF1087;1286;60,784,11
102,Random_control;;;297; --- Random_control;;;411;,2870,11
103,Silencer_tiles;ENSG00000076108;118 --- Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65,7163,11
104,Short_nuclear_domain;ZN777_HUMAN;DUF3669;181;67 --- Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,1113,11
105,Short_nuclear_domain;SUMO3_HUMAN;Rad60-SLD;12;70 --- DMD_control_tiles;ENSG00000198947;;176;,470,11
106,Short_nuclear_domain;CDYL2_HUMAN;Chromo;1;50 --- Random_control;;;124;,206,11
107,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- Random_control;;;205;,5032,11
108,Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72 --- Short_nuclear_domain;CHD3_HUMAN;DUF1087;1286;60,1138,11
109,Silencer_tiles;ENSG00000084093;101 --- Short_nuclear_domain;APBB1_HUMAN;WW;229;28,2438,11
110,Random_control;;;205; --- Silencer_tiles;ENSG00000155090;12,842,11
111,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Short_nuclear_domain;MYBA_HUMAN;LMSTEN;223;46,795,11
112,Random_control;;;124; --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,5920,11
113,Silencer_tiles;ENSG00000100307;18 --- Silencer_tiles;ENSG00000069812;10,12360,11
114,Silencer_tiles;ENSG00000076108;118 --- Human_KRAB_variant;Q3KP31;676,5649,11
115,Random_control;;;89; --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,3865,11
116,Silencer_tiles;ENSG00000076108;118 --- Short_nuclear_domain;NOTC2_HUMAN;Notch;1440;34,6876,11
117,DMD_control_tiles;ENSG00000198947;;297; --- DMD_control_tiles;ENSG00000198947;;182;,788,11
118,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,4154,11
119,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Short_nuclear_domain;CDYL2_HUMAN;Chromo;1;50,873,11
120,Short_nuclear_domain;BTK_HUMAN;SH3_1;203;46 --- Short_nuclear_domain;PCGF2_HUMAN;zf-C3HC4_2;1;39,298,11
121,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Random_control;;;205;,4720,11
122,Silencer_tiles;ENSG00000061273;33 --- Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63,3070,11
123,Random_control;;;205; --- Silencer_tiles;ENSG00000061273;33,7911,11
124,NIZP1_KRAB --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,5814,11
125,Human_KRAB_variant;P21506;146 --- Silencer_tiles;ENSG00000061273;33,752,11
126,Silencer_tiles;ENSG00000141644;47 --- Short_nuclear_domain;ZN777_HUMAN;DUF3669;181;67,5933,11
127,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,4905,11
128,Short_nuclear_domain;DPY30_HUMAN;Dpy-30;19;41 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,876,11
129,Silencer_tiles;ENSG00000141644;47 --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,7659,11
130,Short_nuclear_domain;CBX1_HUMAN;Chromo_shadow;104;52 --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,3438,11
131,Silencer_tiles;ENSG00000100307;18 --- Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63,3068,11
132,Short_nuclear_domain;PCGF2_HUMAN;zf-C3HC4_2;1;39 --- Silencer_tiles;ENSG00000188779;4,655,11
133,Silencer_tiles;ENSG00000102974;12 --- Random_control;;;385;,3239,11
134,Random_control;;;257; --- Short_nuclear_domain;APBB1_HUMAN;WW;229;28,8663,11
135,Silencer_tiles;ENSG00000130706;26 --- Short_nuclear_domain;BTK_HUMAN;SH3_1;203;46,1250,11
136,Random_control;;;257; --- Short_nuclear_domain;ZN777_HUMAN;DUF3669;181;67,5364,11
137,Silencer_tiles;ENSG00000076108;118 --- Silencer_tiles;ENSG00000069812;10,60775,11
138,Short_nuclear_domain;PCGF2_HUMAN;zf-C3HC4_2;1;39 --- Silencer_tiles;ENSG00000174197;34,2346,11
139,Random_control;;;411; --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,9486,11
140,DMD_control_tiles;ENSG00000198947;;255; --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,592,11
141,Silencer_tiles;ENSG00000076108;118 --- Silencer_tiles;ENSG00000076108;118,99916,11
142,Short_nuclear_domain;DPY30_HUMAN;Dpy-30;19;41 --- Silencer_tiles;ENSG00000061273;33,468,11
143,DMD_control_tiles;ENSG00000198947;;131; --- Short_nuclear_domain;CBX1_HUMAN;Chromo_shadow;104;52,533,11
144,Silencer_tiles;ENSG00000061273;33 --- Random_control;;;257;,3608,11
145,Short_nuclear_domain;ZFP28_HUMAN;KRAB;209;37 --- Random_control;;;297;,5453,11
146,Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79 --- Random_control;;;385;,1376,11
147,Silencer_tiles;ENSG00000179833;22 --- Silencer_tiles;ENSG00000130706;26,4875,11
148,Random_control;;;205; --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,7381,11
149,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Silencer_tiles;ENSG00000069812;10,35794,11
150,Short_nuclear_domain;KIBRA_HUMAN;WW;1;29 --- Random_control;;;21;,1045,11
151,Short_nuclear_domain;NOTC2_HUMAN;Notch;1440;34 --- Short_nuclear_domain;NOTC2_HUMAN;Notch;1440;34,6615,11
152,Silencer_tiles;ENSG00000141644;47 --- Random_control;;;257;,6193,11
153,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Silencer_tiles;ENSG00000170604;0,6181,11
154,Short_nuclear_domain;CREM_HUMAN;bZIP_1;265;45 --- Random_control;;;89;,1028,11
155,Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34 --- Random_control;;;89;,1639,11
156,Short_nuclear_domain;BTK_HUMAN;SH3_1;203;46 --- Silencer_tiles;ENSG00000025156;13,485,11
157,Short_nuclear_domain;TERF1_HUMAN;Myb_DNA-binding;359;48 --- Random_control;;;411;,1083,11
158,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- Silencer_tiles;ENSG00000076108;118,4753,11
159,Short_nuclear_domain;CBX1_HUMAN;Chromo_shadow;104;52 --- NIZP1_C2HR,1572,11
160,Silencer_tiles;ENSG00000100307;18 --- Short_nuclear_domain;CHD3_HUMAN;DUF1087;1286;60,1149,11
161,Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,5359,11
162,Silencer_tiles;ENSG00000102974;12 --- Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65,2519,11
163,Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59 --- Silencer_tiles;ENSG00000088305;10,3961,11
164,Silencer_tiles;ENSG00000141644;47 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,11621,11
165,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,1831,11
166,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Random_control;;;411;,10382,11
167,Silencer_tiles;ENSG00000076108;118 --- Silencer_tiles;ENSG00000100307;18,7405,11
168,Silencer_tiles;ENSG00000076108;118 --- Short_nuclear_domain;PCGF2_HUMAN;zf-C3HC4_2;1;39,4284,11
169,Random_control;;;89; --- Random_control;;;89;,40793,11
170,Silencer_tiles;ENSG00000076108;118 --- Silencer_tiles;ENSG00000141644;47,5603,11
171,Silencer_tiles;ENSG00000076108;118 --- Short_nuclear_domain;IKKA_HUMAN;IKKbetaNEMObind;665;36,6059,11
172,NIZP1_KRAB --- Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65,2556,11
173,Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56 --- Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40,4989,11
174,Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65 --- Human_KRAB_variant;Q3KP31;676,1299,11
175,Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79 --- Silencer_tiles;ENSG00000088305;10,2811,11
176,Human_KRAB_variant;Q3KP31;676 --- Silencer_tiles;ENSG00000069812;10,4852,11
177,DMD_control_tiles;ENSG00000198947;;297; --- Random_control;;;89;,5438,11
178,Random_control;;;89; --- NIZP1_KRAB,2529,11
179,Silencer_tiles;ENSG00000061273;33 --- Silencer_tiles;ENSG00000061273;33,53910,11
180,Silencer_tiles;ENSG00000061273;33 --- Short_nuclear_domain;SUMO3_HUMAN;Rad60-SLD;12;70,2101,11
181,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Short_nuclear_domain;BTK_HUMAN;SH3_1;203;46,1203,11
182,NIZP1_KRAB --- Short_nuclear_domain;SUMO3_HUMAN;Rad60-SLD;12;70,2362,11
183,Short_nuclear_domain;ZFP28_HUMAN;KRAB;209;37 --- Silencer_tiles;ENSG00000076108;118,3994,11
184,Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63 --- Silencer_tiles;ENSG00000179833;22,3698,11
185,Human_KRAB_variant;M0QYP0;367 --- Human_KRAB_variant;M0QYP0;367,41007,11
186,Silencer_tiles;ENSG00000076108;118 --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,14728,11
187,Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45 --- Short_nuclear_domain;KIBRA_HUMAN;WW;1;29,1593,11
188,Silencer_tiles;ENSG00000141644;47 --- DMD_control_tiles;ENSG00000198947;;130;,4245,11
189,Random_control;;;257; --- Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26,3324,11
190,Silencer_tiles;ENSG00000076108;118 --- Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63,6323,11
191,Silencer_tiles;ENSG00000179833;22 --- Short_nuclear_domain;CDYL2_HUMAN;Chromo;1;50,1162,11
192,Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34 --- Silencer_tiles;ENSG00000179833;22,1423,11
193,NIZP1_KRAB --- Short_nuclear_domain;KIBRA_HUMAN;WW;1;29,1857,11
194,Silencer_tiles;ENSG00000168769;132 --- Random_control;;;372;,1454,11
195,DMD_control_tiles;ENSG00000198947;;357; --- Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63,2289,11
196,Random_control;;;411; --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,2951,11
197,Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59 --- Silencer_tiles;ENSG00000163602;11,1628,11
198,Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45 --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,24608,11
199,Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63 --- DMD_control_tiles;ENSG00000198947;;176;,1843,11
200,Random_control;;;411; --- Random_control;;;21;,5031,11
201,Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34 --- Silencer_tiles;ENSG00000174197;34,1779,11
202,Random_control;;;89; --- Silencer_tiles;ENSG00000076108;118,5056,11
203,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Human_KRAB_variant;Q3KP31;676,1409,11
204,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Silencer_tiles;ENSG00000111642;38,3448,11
205,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;ZFP28_HUMAN;KRAB;209;37,4288,11
206,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,14809,11
207,Human_KRAB_variant;P21506;146 --- Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65,811,11
208,Short_nuclear_domain;GSX1_HUMAN;Homeodomain;136;56 --- Random_control;;;297;,1761,11
209,Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79 --- Random_control;;;205;,3202,11
210,Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56 --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,4048,11
211,Silencer_tiles;ENSG00000155090;12 --- Random_control;;;257;,1594,11
212,Random_control;;;205; --- Silencer_tiles;ENSG00000174197;238,3181,11
213,Short_nuclear_domain;KMT2B_HUMAN;zf-CXXC;941;47 --- Short_nuclear_domain;ZN777_HUMAN;DUF3669;181;67,666,11
214,Short_nuclear_domain;PCGF2_HUMAN;zf-C3HC4_2;1;39 --- NIZP1_KRAB,2587,11
215,NIZP1_C2HR --- DMD_control_tiles;ENSG00000198947;;176;,1114,11
216,Silencer_tiles;ENSG00000141644;47 --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,10145,11
217,Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63 --- Short_nuclear_domain;DPF1_HUMAN;Requiem_N;34;71,1691,11
218,Short_nuclear_domain;ID2_HUMAN;HLH;15;41 --- Silencer_tiles;ENSG00000174197;34,1074,11
219,Random_control;;;124; --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,9443,11
220,Silencer_tiles;ENSG00000088305;10 --- Short_nuclear_domain;DPF1_HUMAN;Requiem_N;34;71,1902,11
221,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Silencer_tiles;ENSG00000179833;22,3251,11
222,Random_control;;;124; --- Random_control;;;257;,4035,11
223,Silencer_tiles;ENSG00000168769;132 --- Short_nuclear_domain;ITCH_HUMAN;WW;302;29,1210,11
224,Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63 --- Short_nuclear_domain;CHD3_HUMAN;DUF1087;1286;60,1299,11
225,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26,26366,11
226,Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41 --- Short_nuclear_domain;BTK_HUMAN;SH3_1;203;46,320,11
227,Random_control;;;372; --- Silencer_tiles;ENSG00000061273;33,3112,11
228,Short_nuclear_domain;WWP2_HUMAN;WW;381;28 --- Human_KRAB_variant;M0QYP0;367,847,11
229,Random_control;;;297; --- Random_control;;;297;,28604,11
230,DMD_control_tiles;ENSG00000198947;;357; --- Short_nuclear_domain;CHD3_HUMAN;DUF1087;1286;60,1338,11
231,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Random_control;;;297;,14233,11
232,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;YAF2_HUMAN;YAF2_RYBP;78;32,2121,11
233,Random_control;;;89; --- Human_KRAB_variant;M0QYP0;367,2582,11
234,Short_nuclear_domain;KIBRA_HUMAN;WW;1;29 --- Silencer_tiles;ENSG00000025156;13,271,11
235,Random_control;;;257; --- Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40,10938,11
236,DMD_control_tiles;ENSG00000198947;;171; --- DMD_control_tiles;ENSG00000198947;;31;,1154,11
237,Silencer_tiles;ENSG00000141644;47 --- Random_control;;;205;,12335,11
238,Silencer_tiles;ENSG00000102974;12 --- Silencer_tiles;ENSG00000061273;33,4911,11
239,Silencer_tiles;ENSG00000069812;10 --- Random_control;;;297;,3280,11
240,Short_nuclear_domain;CBX1_HUMAN;Chromo_shadow;104;52 --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,2715,11
241,Silencer_tiles;ENSG00000061273;33 --- Short_nuclear_domain;ITCH_HUMAN;WW;302;29,3930,11
