,pair,count,sample
102,Silencer_tiles;ENSG00000061273;33 --- Short_nuclear_domain;ZN777_HUMAN;DUF3669;181;67,5828,02
103,Silencer_tiles;ENSG00000179833;22 --- Silencer_tiles;ENSG00000088305;10,14138,02
104,Silencer_tiles;ENSG00000069812;10 --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,9359,02
105,Silencer_tiles;ENSG00000141644;47 --- Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79,12010,02
106,Silencer_tiles;ENSG00000076108;118 --- Random_control;;;297;,36196,02
107,Silencer_tiles;ENSG00000130706;26 --- DMD_control_tiles;ENSG00000198947;;176;,3334,02
108,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- Silencer_tiles;ENSG00000061273;33,6975,02
109,Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72 --- Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72,60656,02
110,Human_KRAB_variant;M0QYP0;367 --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,21942,02
111,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- DMD_control_tiles;ENSG00000198947;;182;,3428,02
112,Silencer_tiles;ENSG00000141644;47 --- Short_nuclear_domain;CDYL2_HUMAN;Chromo;1;50,4496,02
113,Short_nuclear_domain;ITCH_HUMAN;WW;302;29 --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,7075,02
114,Short_nuclear_domain;PCGF2_HUMAN;zf-C3HC4_2;1;39 --- DMD_control_tiles;ENSG00000198947;;297;,5030,02
115,Random_control;;;411; --- Silencer_tiles;ENSG00000069812;10,27043,02
116,Random_control;;;411; --- Silencer_tiles;ENSG00000155090;12,2225,02
117,DMD_control_tiles;ENSG00000198947;;357; --- Silencer_tiles;ENSG00000069812;10,24152,02
118,Silencer_tiles;ENSG00000111642;38 --- Short_nuclear_domain;ZFP28_HUMAN;KRAB;209;37,2403,02
119,Random_control;;;411; --- Silencer_tiles;ENSG00000205571;13,4229,02
120,Silencer_tiles;ENSG00000179833;22 --- Random_control;;;21;,14569,02
121,Random_control;;;205; --- DMD_control_tiles;ENSG00000198947;;357;,19473,02
122,Short_nuclear_domain;ITCH_HUMAN;WW;302;29 --- Human_KRAB_variant;Q3KP31;676,3175,02
123,Random_control;;;124; --- Random_control;;;372;,5870,02
124,Short_nuclear_domain;ZFP28_HUMAN;KRAB;209;37 --- Silencer_tiles;ENSG00000069812;10,20720,02
125,Random_control;;;257; --- Silencer_tiles;ENSG00000130706;26,15361,02
126,Human_KRAB_variant;P21506;146 --- Random_control;;;124;,2943,02
127,Random_control;;;372; --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,8280,02
128,Random_control;;;205; --- Silencer_tiles;ENSG00000069812;10,53388,02
129,Random_control;;;205; --- Short_nuclear_domain;ITCH_HUMAN;WW;302;29,13602,02
130,DMD_control_tiles;ENSG00000198947;;171; --- DMD_control_tiles;ENSG00000198947;;182;,1159,02
131,DMD_control_tiles;ENSG00000198947;;131; --- DMD_control_tiles;ENSG00000198947;;131;,9293,02
132,Short_nuclear_domain;IKKA_HUMAN;IKKbetaNEMObind;665;36 --- Short_nuclear_domain;IKKA_HUMAN;IKKbetaNEMObind;665;36,25101,02
133,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,20948,02
134,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- Short_nuclear_domain;KMT2B_HUMAN;zf-CXXC;941;47,2191,02
135,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Human_KRAB_variant;M0QYP0;367,11129,02
136,Short_nuclear_domain;PCGF2_HUMAN;zf-C3HC4_2;1;39 --- Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72,6635,02
137,Short_nuclear_domain;ZFP28_HUMAN;KRAB;209;37 --- Silencer_tiles;ENSG00000088305;10,6943,02
138,Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56 --- Silencer_tiles;ENSG00000069812;10,24384,02
139,Short_nuclear_domain;APBB1_HUMAN;WW;229;28 --- Silencer_tiles;ENSG00000174197;34,2675,02
140,Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56 --- DMD_control_tiles;ENSG00000198947;;171;,1392,02
141,Silencer_tiles;ENSG00000130706;26 --- Silencer_tiles;ENSG00000130706;26,77374,02
142,Silencer_tiles;ENSG00000141644;47 --- Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26,6053,02
143,NIZP1_C2HR --- Silencer_tiles;ENSG00000205571;13,2502,02
144,Short_nuclear_domain;SSX2_HUMAN;SSXRD;108;31 --- Random_control;;;205;,1476,02
145,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Short_nuclear_domain;KIBRA_HUMAN;WW;1;29,2496,02
146,Silencer_tiles;ENSG00000076108;118 --- Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65,20473,02
147,Random_control;;;205; --- Random_control;;;297;,18223,02
148,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,3641,02
149,Silencer_tiles;ENSG00000141644;47 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,18424,02
150,Random_control;;;89; --- DMD_control_tiles;ENSG00000198947;;259;,4708,02
151,Short_nuclear_domain;APBB1_HUMAN;WW;229;28 --- Short_nuclear_domain;APBB1_HUMAN;WW;229;28,34092,02
152,Silencer_tiles;ENSG00000188779;4 --- Silencer_tiles;ENSG00000085224;242,3567,02
153,Silencer_tiles;ENSG00000069812;10 --- Silencer_tiles;ENSG00000088305;10,6449,02
154,Silencer_tiles;ENSG00000100307;18 --- Random_control;;;205;,15399,02
155,Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56 --- NIZP1_KRAB,4228,02
156,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Random_control;;;205;,12129,02
157,DMD_control_tiles;ENSG00000198947;;297; --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,4585,02
158,DMD_control_tiles;ENSG00000198947;;357; --- Short_nuclear_domain;YAF2_HUMAN;YAF2_RYBP;78;32,2465,02
159,NIZP1_C2HR --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,2949,02
160,Short_nuclear_domain;ZN777_HUMAN;DUF3669;181;67 --- Silencer_tiles;ENSG00000130706;26,5707,02
161,Silencer_tiles;ENSG00000025156;13 --- Silencer_tiles;ENSG00000100307;18,1236,02
162,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Human_KRAB_variant;P21506;146,9852,02
163,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- DMD_control_tiles;ENSG00000198947;;357;,11537,02
164,Short_nuclear_domain;MTA3_HUMAN;GATA;357;37 --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,4645,02
165,Silencer_tiles;ENSG00000100307;18 --- Short_nuclear_domain;IKKA_HUMAN;IKKbetaNEMObind;665;36,5076,02
166,Random_control;;;257; --- Short_nuclear_domain;ZFP28_HUMAN;KRAB;209;37,8623,02
167,NIZP1_C2HR --- NIZP1_C2HR,27126,02
168,Human_KRAB_variant;P21506;146 --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,3790,02
169,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Random_control;;;257;,9844,02
170,Silencer_tiles;ENSG00000088305;10 --- Silencer_tiles;ENSG00000141644;47,2921,02
171,Short_nuclear_domain;PCGF2_HUMAN;zf-C3HC4_2;1;39 --- Short_nuclear_domain;APBB1_HUMAN;WW;229;28,6158,02
172,Short_nuclear_domain;CBX1_HUMAN;Chromo_shadow;104;52 --- Silencer_tiles;ENSG00000076108;118,4963,02
173,Silencer_tiles;ENSG00000088305;10 --- Short_nuclear_domain;SSX2_HUMAN;SSXRD;108;31,6132,02
174,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Silencer_tiles;ENSG00000111642;38,15193,02
175,Silencer_tiles;ENSG00000069812;10 --- Random_control;;;411;,5517,02
176,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,15549,02
177,Short_nuclear_domain;IKKA_HUMAN;IKKbetaNEMObind;665;36 --- Silencer_tiles;ENSG00000170604;0,8756,02
178,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46,54029,02
179,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65,9087,02
180,Random_control;;;89; --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,9874,02
181,Silencer_tiles;ENSG00000102974;12 --- DMD_control_tiles;ENSG00000198947;;357;,7738,02
182,DMD_control_tiles;ENSG00000198947;;176; --- Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,897,02
183,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,55193,02
184,Silencer_tiles;ENSG00000170604;0 --- Silencer_tiles;ENSG00000069812;10,16825,02
185,Silencer_tiles;ENSG00000069812;10 --- Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26,2471,02
186,Short_nuclear_domain;ZN777_HUMAN;DUF3669;181;67 --- Short_nuclear_domain;ZN777_HUMAN;DUF3669;181;67,24649,02
187,Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,8077,02
188,Silencer_tiles;ENSG00000076108;118 --- Silencer_tiles;ENSG00000102974;12,7222,02
189,Short_nuclear_domain;WWP2_HUMAN;WW;381;28 --- Silencer_tiles;ENSG00000102974;12,1242,02
190,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- Random_control;;;257;,4396,02
191,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Silencer_tiles;ENSG00000085224;242,7263,02
192,Silencer_tiles;ENSG00000141644;47 --- Silencer_tiles;ENSG00000141644;47,86019,02
193,Short_nuclear_domain;ZN597_HUMAN;KRAB;1;41 --- Random_control;;;205;,6779,02
194,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Random_control;;;411;,9388,02
195,Short_nuclear_domain;GSX1_HUMAN;Homeodomain;136;56 --- Random_control;;;257;,1823,02
196,Silencer_tiles;ENSG00000130706;26 --- Random_control;;;205;,9522,02
197,DMD_control_tiles;ENSG00000198947;;357; --- Short_nuclear_domain;PCGF2_HUMAN;zf-C3HC4_2;1;39,4268,02
198,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34,3782,02
199,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- DMD_control_tiles;ENSG00000198947;;31;,3646,02
200,Silencer_tiles;ENSG00000088305;10 --- Silencer_tiles;ENSG00000085224;242,5874,02
201,Short_nuclear_domain;ZN597_HUMAN;KRAB;1;41 --- Silencer_tiles;ENSG00000174197;34,3853,02
202,Silencer_tiles;ENSG00000174197;238 --- Silencer_tiles;ENSG00000174197;238,9960,02
203,Random_control;;;257; --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,25714,02
204,Silencer_tiles;ENSG00000127124;78 --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,6498,02
205,NIZP1_KRAB --- Random_control;;;124;,7381,02
206,DMD_control_tiles;ENSG00000198947;;31; --- Silencer_tiles;ENSG00000085224;242,1763,02
207,Silencer_tiles;ENSG00000130706;26 --- DMD_control_tiles;ENSG00000198947;;130;,3606,02
208,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;APBB1_HUMAN;WW;229;28,8301,02
209,Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59 --- DMD_control_tiles;ENSG00000198947;;255;,4411,02
210,Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63 --- Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63,30592,02
211,Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48 --- Short_nuclear_domain;DPY30_HUMAN;Dpy-30;19;41,267,02
212,Short_nuclear_domain;PCGF2_HUMAN;zf-C3HC4_2;1;39 --- Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34,2613,02
213,Short_nuclear_domain;ID2_HUMAN;HLH;15;41 --- Short_nuclear_domain;WWP2_HUMAN;WW;381;28,1670,02
214,Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45 --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,6469,02
215,Short_nuclear_domain;BTK_HUMAN;SH3_1;203;46 --- Random_control;;;257;,1636,02
216,Random_control;;;297; --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,5652,02
217,Random_control;;;411; --- Short_nuclear_domain;MYBA_HUMAN;LMSTEN;223;46,1283,02
218,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Silencer_tiles;ENSG00000170604;0,8133,02
219,Short_nuclear_domain;ZFP28_HUMAN;KRAB;209;37 --- DMD_control_tiles;ENSG00000198947;;176;,3156,02
220,Random_control;;;124; --- Short_nuclear_domain;WWP2_HUMAN;WW;381;28,8278,02
221,Human_KRAB_variant;M0QYP0;367 --- Random_control;;;297;,17779,02
222,Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56 --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,4654,02
223,Random_control;;;385; --- Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79,1255,02
224,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,5171,02
225,Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,3518,02
226,Silencer_tiles;ENSG00000174197;238 --- Silencer_tiles;ENSG00000088305;10,3613,02
227,Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63 --- Silencer_tiles;ENSG00000174197;34,5476,02
228,Silencer_tiles;ENSG00000170604;0 --- Short_nuclear_domain;MTA3_HUMAN;GATA;357;37,3819,02
229,Silencer_tiles;ENSG00000179833;22 --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,9676,02
230,Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65 --- Silencer_tiles;ENSG00000188779;4,1579,02
231,Human_KRAB_variant;Q3KP31;676 --- Human_KRAB_variant;Q3KP31;676,10886,02
232,Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72 --- DMD_control_tiles;ENSG00000198947;;357;,7294,02
233,Random_control;;;89; --- DMD_control_tiles;ENSG00000198947;;31;,5006,02
234,Human_KRAB_variant;M0QYP0;367 --- Silencer_tiles;ENSG00000130706;26,21694,02
235,Silencer_tiles;ENSG00000076108;118 --- Human_KRAB_variant;M0QYP0;367,20591,02
236,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,18773,02
237,Silencer_tiles;ENSG00000084093;101 --- NIZP1_KRAB,4859,02
238,Short_nuclear_domain;IKKA_HUMAN;IKKbetaNEMObind;665;36 --- Short_nuclear_domain;WWP2_HUMAN;WW;381;28,5739,02
239,DMD_control_tiles;ENSG00000198947;;297; --- Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72,7348,02
240,Silencer_tiles;ENSG00000174197;238 --- Short_nuclear_domain;DPF1_HUMAN;Requiem_N;34;71,1791,02
241,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Silencer_tiles;ENSG00000170604;0,7460,02
242,Silencer_tiles;ENSG00000170604;0 --- Silencer_tiles;ENSG00000061273;33,5242,02
