,pair,count,sample
19,Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41 --- Silencer_tiles;ENSG00000069812;10,4305,07
20,Silencer_tiles;ENSG00000069812;10 --- Silencer_tiles;ENSG00000069812;10,66407,07
21,Short_nuclear_domain;BTK_HUMAN;SH3_1;203;46 --- DMD_control_tiles;ENSG00000198947;;255;,270,07
22,DMD_control_tiles;ENSG00000198947;;31; --- Random_control;;;124;,1948,07
23,DMD_control_tiles;ENSG00000198947;;31; --- Silencer_tiles;ENSG00000069812;10,3817,07
24,Silencer_tiles;ENSG00000102098;62 --- Silencer_tiles;ENSG00000205571;13,169,07
25,Silencer_tiles;ENSG00000100307;18 --- DMD_control_tiles;ENSG00000198947;;171;,78,07
26,Silencer_tiles;ENSG00000168769;132 --- Random_control;;;372;,2119,07
27,Random_control;;;89; --- Random_control;;;21;,6664,07
28,Silencer_tiles;ENSG00000061273;33 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,5908,07
29,Short_nuclear_domain;DPF1_HUMAN;Requiem_N;34;71 --- Random_control;;;124;,2327,07
30,Silencer_tiles;ENSG00000076108;118 --- Random_control;;;297;,4067,07
31,Random_control;;;372; --- Random_control;;;372;,40863,07
32,Random_control;;;385; --- Silencer_tiles;ENSG00000069812;10,1191,07
33,Random_control;;;410; --- Random_control;;;410;,56961,07
34,Silencer_tiles;ENSG00000141644;47 --- Silencer_tiles;ENSG00000141644;47,23958,07
35,NIZP1_KRAB --- Silencer_tiles;ENSG00000205571;13,1813,07
36,Silencer_tiles;ENSG00000130706;26 --- Silencer_tiles;ENSG00000174197;34,2620,07
37,Silencer_tiles;ENSG00000069812;10 --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,3836,07
38,Short_nuclear_domain;IKKA_HUMAN;IKKbetaNEMObind;665;36 --- DMD_control_tiles;ENSG00000198947;;251;,927,07
39,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Silencer_tiles;ENSG00000088305;10,4573,07
40,Random_control;;;257; --- Random_control;;;205;,17464,07
41,Short_nuclear_domain;ID2_HUMAN;HLH;15;41 --- Short_nuclear_domain;ID2_HUMAN;HLH;15;41,376,07
42,Silencer_tiles;ENSG00000205571;13 --- Silencer_tiles;ENSG00000088305;10,701,07
43,Short_nuclear_domain;ID2_HUMAN;HLH;15;41 --- Silencer_tiles;ENSG00000069812;10,1012,07
44,Random_control;;;89; --- Silencer_tiles;ENSG00000069812;10,28072,07
45,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Silencer_tiles;ENSG00000069812;10,29063,07
46,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- Silencer_tiles;ENSG00000205571;13,1445,07
47,Silencer_tiles;ENSG00000170604;0 --- Silencer_tiles;ENSG00000076108;118,688,07
48,Human_KRAB_variant;M0QYP0;367 --- Silencer_tiles;ENSG00000179833;22,951,07
49,Short_nuclear_domain;IKKA_HUMAN;IKKbetaNEMObind;665;36 --- Random_control;;;205;,5443,07
50,Random_control;;;205; --- Short_nuclear_domain;ID2_HUMAN;HLH;15;41,869,07
51,Silencer_tiles;ENSG00000179833;22 --- Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40,3841,07
52,DMD_control_tiles;ENSG00000198947;;131; --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,1887,07
53,Short_nuclear_domain;DPF1_HUMAN;Requiem_N;34;71 --- Short_nuclear_domain;GSX1_HUMAN;Homeodomain;136;56,245,07
54,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Random_control;;;21;,3193,07
55,Silencer_tiles;ENSG00000141644;47 --- Silencer_tiles;ENSG00000069812;10,6226,07
56,NIZP1_KRAB --- Random_control;;;410;,6120,07
57,Random_control;;;205; --- Random_control;;;297;,13077,07
58,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46,35851,07
59,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,3661,07
60,Short_nuclear_domain;MYBA_HUMAN;LMSTEN;223;46 --- Short_nuclear_domain;MYBA_HUMAN;LMSTEN;223;46,3164,07
61,Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79 --- Silencer_tiles;ENSG00000205571;13,1462,07
62,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Random_control;;;385;,5229,07
63,Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65 --- Silencer_tiles;ENSG00000130706;26,2379,07
64,Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77 --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,384,07
65,Short_nuclear_domain;MTA3_HUMAN;GATA;357;37 --- DMD_control_tiles;ENSG00000198947;;182;,363,07
66,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Silencer_tiles;ENSG00000069812;10,16661,07
67,Silencer_tiles;ENSG00000141644;47 --- Silencer_tiles;ENSG00000076108;118,1813,07
68,DMD_control_tiles;ENSG00000198947;;297; --- DMD_control_tiles;ENSG00000198947;;297;,63223,07
69,Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65 --- Random_control;;;21;,1138,07
70,Random_control;;;89; --- DMD_control_tiles;ENSG00000198947;;130;,1970,07
71,Random_control;;;124; --- Silencer_tiles;ENSG00000205571;13,2119,07
72,Silencer_tiles;ENSG00000076108;118 --- Silencer_tiles;ENSG00000076108;118,46052,07
73,Random_control;;;89; --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,10246,07
74,Silencer_tiles;ENSG00000084093;101 --- Silencer_tiles;ENSG00000069812;10,1955,07
75,Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79 --- Random_control;;;372;,1916,07
76,Short_nuclear_domain;ZFP28_HUMAN;KRAB;209;37 --- Silencer_tiles;ENSG00000130706;26,2060,07
77,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;WWP2_HUMAN;WW;381;28,2080,07
78,Random_control;;;411; --- Random_control;;;411;,98376,07
79,Silencer_tiles;ENSG00000069812;10 --- DMD_control_tiles;ENSG00000198947;;130;,1894,07
80,Silencer_tiles;ENSG00000141644;47 --- Silencer_tiles;ENSG00000061273;33,2085,07
81,Random_control;;;372; --- Silencer_tiles;ENSG00000111642;38,510,07
82,Random_control;;;410; --- Random_control;;;297;,4808,07
83,Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63 --- Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63,15782,07
84,Silencer_tiles;ENSG00000141644;47 --- Short_nuclear_domain;ITCH_HUMAN;WW;302;29,3119,07
85,Random_control;;;385; --- Random_control;;;385;,9821,07
86,Random_control;;;257; --- Random_control;;;89;,11409,07
87,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,12972,07
88,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45,27562,07
89,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Random_control;;;124;,17030,07
90,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,39196,07
91,Silencer_tiles;ENSG00000100307;18 --- Human_KRAB_variant;M0QYP0;367,336,07
92,DMD_control_tiles;ENSG00000198947;;171; --- Random_control;;;124;,3367,07
93,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Silencer_tiles;ENSG00000205571;13,2156,07
94,Random_control;;;124; --- Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40,7887,07
95,Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,6979,07
96,Random_control;;;411; --- Short_nuclear_domain;APBB1_HUMAN;WW;229;28,7236,07
97,Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79 --- Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79,20082,07
98,Human_KRAB_variant;M0QYP0;367 --- Silencer_tiles;ENSG00000069812;10,4526,07
99,Short_nuclear_domain;ZFP28_HUMAN;KRAB;209;37 --- Silencer_tiles;ENSG00000205571;13,1850,07
100,DMD_control_tiles;ENSG00000198947;;357; --- Short_nuclear_domain;WWP2_HUMAN;WW;381;28,2330,07
101,Silencer_tiles;ENSG00000102098;62 --- Short_nuclear_domain;ASCL1_HUMAN;HLH;105;52,18,07
102,Random_control;;;372; --- Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65,676,07
103,Short_nuclear_domain;PCGF2_HUMAN;zf-C3HC4_2;1;39 --- Random_control;;;124;,1727,07
104,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Random_control;;;372;,6728,07
105,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,9416,07
106,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- Silencer_tiles;ENSG00000069812;10,5950,07
107,Random_control;;;89; --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,4220,07
108,Random_control;;;124; --- Silencer_tiles;ENSG00000069812;10,5602,07
109,NIZP1_KRAB --- Random_control;;;205;,7939,07
110,Random_control;;;205; --- Random_control;;;124;,13534,07
111,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Silencer_tiles;ENSG00000205571;13,4092,07
112,NIZP1_KRAB --- Silencer_tiles;ENSG00000069812;10,7371,07
113,Silencer_tiles;ENSG00000069812;10 --- Silencer_tiles;ENSG00000174197;238,885,07
114,Silencer_tiles;ENSG00000088305;10 --- Short_nuclear_domain;KIBRA_HUMAN;WW;1;29,845,07
115,Short_nuclear_domain;ZN597_HUMAN;KRAB;1;41 --- DMD_control_tiles;ENSG00000198947;;31;,648,07
116,Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48 --- Short_nuclear_domain;IKKA_HUMAN;IKKbetaNEMObind;665;36,262,07
117,Random_control;;;257; --- Silencer_tiles;ENSG00000069812;10,25274,07
118,DMD_control_tiles;ENSG00000198947;;357; --- Silencer_tiles;ENSG00000205571;13,2010,07
119,Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45 --- Silencer_tiles;ENSG00000069812;10,26911,07
120,DMD_control_tiles;ENSG00000198947;;297; --- Silencer_tiles;ENSG00000205571;13,1633,07
121,Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45 --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,874,07
122,Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63 --- Silencer_tiles;ENSG00000069812;10,4076,07
123,Random_control;;;257; --- Random_control;;;257;,97866,07
124,Random_control;;;257; --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,1989,07
125,DMD_control_tiles;ENSG00000198947;;131; --- Random_control;;;89;,1411,07
126,Short_nuclear_domain;MTA3_HUMAN;GATA;357;37 --- Silencer_tiles;ENSG00000205571;13,934,07
127,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Random_control;;;205;,12035,07
128,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40,69756,07
129,Silencer_tiles;ENSG00000076108;118 --- Short_nuclear_domain;GSX1_HUMAN;Homeodomain;136;56,1352,07
130,Silencer_tiles;ENSG00000130706;26 --- Silencer_tiles;ENSG00000111642;38,852,07
131,Silencer_tiles;ENSG00000061273;33 --- Silencer_tiles;ENSG00000069812;10,5058,07
132,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Silencer_tiles;ENSG00000069812;10,5793,07
133,Short_nuclear_domain;APBB1_HUMAN;WW;229;28 --- Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65,739,07
134,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,4748,07
135,Silencer_tiles;ENSG00000069812;10 --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,4054,07
136,Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46 --- Silencer_tiles;ENSG00000205571;13,644,07
137,Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45 --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,2406,07
138,Silencer_tiles;ENSG00000174197;238 --- Silencer_tiles;ENSG00000174197;34,1054,07
139,Silencer_tiles;ENSG00000179833;22 --- Random_control;;;124;,11259,07
140,Silencer_tiles;ENSG00000130706;26 --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,3719,07
141,Short_nuclear_domain;BTK_HUMAN;SH3_1;203;46 --- Short_nuclear_domain;BTK_HUMAN;SH3_1;203;46,3634,07
142,Silencer_tiles;ENSG00000061273;33 --- Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79,2832,07
143,Random_control;;;205; --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,13881,07
144,Short_nuclear_domain;MTA3_HUMAN;GATA;357;37 --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,2090,07
145,Short_nuclear_domain;HXA13_HUMAN;Homeodomain;308;56 --- DMD_control_tiles;ENSG00000198947;;357;,633,07
146,Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79 --- Random_control;;;21;,3878,07
147,Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79 --- DMD_control_tiles;ENSG00000198947;;357;,3204,07
148,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Random_control;;;124;,12982,07
149,Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65 --- Silencer_tiles;ENSG00000205571;13,954,07
150,Random_control;;;89; --- Silencer_tiles;ENSG00000205571;13,1488,07
151,DMD_control_tiles;ENSG00000198947;;171; --- Random_control;;;205;,3927,07
152,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Silencer_tiles;ENSG00000130706;26,4817,07
153,Silencer_tiles;ENSG00000205571;13 --- Random_control;;;205;,1750,07
154,Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77 --- Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,671,07
155,Silencer_tiles;ENSG00000205571;13 --- Silencer_tiles;ENSG00000205571;13,4243,07
156,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Random_control;;;205;,14976,07
157,Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59 --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,1099,07
158,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- Short_nuclear_domain;KIBRA_HUMAN;WW;1;29,1390,07
159,Short_nuclear_domain;WWP2_HUMAN;WW;381;28 --- Short_nuclear_domain;WWP2_HUMAN;WW;381;28,8898,07
160,Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56 --- Silencer_tiles;ENSG00000069812;10,4627,07
161,Random_control;;;410; --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,3320,07
162,Silencer_tiles;ENSG00000076108;118 --- Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79,2570,07
163,Random_control;;;372; --- Silencer_tiles;ENSG00000076108;118,855,07
164,Short_nuclear_domain;ITCH_HUMAN;WW;302;29 --- Silencer_tiles;ENSG00000069812;10,13926,07
165,Silencer_tiles;ENSG00000130706;26 --- Silencer_tiles;ENSG00000130706;26,51582,07
166,DMD_control_tiles;ENSG00000198947;;255; --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,477,07
167,Silencer_tiles;ENSG00000084093;101 --- Random_control;;;385;,413,07
168,Short_nuclear_domain;NOTC2_HUMAN;Notch;1440;34 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,1151,07
169,Silencer_tiles;ENSG00000076108;118 --- Random_control;;;89;,21677,07
170,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Random_control;;;205;,8731,07
171,Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65 --- Silencer_tiles;ENSG00000069812;10,3076,07
172,Silencer_tiles;ENSG00000084093;101 --- Silencer_tiles;ENSG00000170604;0,455,07
173,Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65 --- Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,819,07
174,Short_nuclear_domain;IKKA_HUMAN;IKKbetaNEMObind;665;36 --- Silencer_tiles;ENSG00000069812;10,7345,07
175,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,1253,07
176,Random_control;;;205; --- Silencer_tiles;ENSG00000069812;10,8798,07
177,Silencer_tiles;ENSG00000174197;238 --- Short_nuclear_domain;MYBA_HUMAN;LMSTEN;223;46,1397,07
178,Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63 --- Random_control;;;205;,6514,07
179,Silencer_tiles;ENSG00000088305;10 --- Random_control;;;257;,2042,07
180,Random_control;;;124; --- DMD_control_tiles;ENSG00000198947;;130;,2248,07
181,Silencer_tiles;ENSG00000111642;38 --- Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,286,07
182,Random_control;;;89; --- Random_control;;;410;,6158,07
183,Random_control;;;124; --- Human_KRAB_variant;M0QYP0;367,366,07
184,DMD_control_tiles;ENSG00000198947;;297; --- Random_control;;;205;,7617,07
185,Short_nuclear_domain;NOTC2_HUMAN;Notch;1440;34 --- Random_control;;;124;,2826,07
186,Silencer_tiles;ENSG00000168769;132 --- Silencer_tiles;ENSG00000069812;10,1955,07
187,Silencer_tiles;ENSG00000100307;18 --- Silencer_tiles;ENSG00000069812;10,2947,07
188,Silencer_tiles;ENSG00000179833;22 --- Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34,2312,07
189,DMD_control_tiles;ENSG00000198947;;171; --- Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63,826,07
190,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,19655,07
191,Short_nuclear_domain;KIBRA_HUMAN;WW;1;29 --- Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65,87,07
192,DMD_control_tiles;ENSG00000198947;;259; --- Silencer_tiles;ENSG00000205571;13,266,07
193,Short_nuclear_domain;ID2_HUMAN;HLH;15;41 --- DMD_control_tiles;ENSG00000198947;;357;,895,07
194,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- Short_nuclear_domain;CBX1_HUMAN;Chromo_shadow;104;52,243,07
195,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Silencer_tiles;ENSG00000061273;33,8312,07
196,Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45 --- Random_control;;;124;,5604,07
197,Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72 --- Silencer_tiles;ENSG00000069812;10,2945,07
198,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Random_control;;;385;,4047,07
199,Short_nuclear_domain;MYBA_HUMAN;LMSTEN;223;46 --- Silencer_tiles;ENSG00000069812;10,3859,07
200,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Random_control;;;410;,9250,07
201,Random_control;;;89; --- Random_control;;;89;,106278,07
202,DMD_control_tiles;ENSG00000198947;;297; --- Silencer_tiles;ENSG00000069812;10,22432,07
203,Random_control;;;297; --- Random_control;;;297;,47191,07
204,Random_control;;;257; --- Random_control;;;124;,11834,07
205,Random_control;;;205; --- Random_control;;;89;,12543,07
206,Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63 --- Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34,2743,07
207,Random_control;;;89; --- Random_control;;;205;,8136,07
208,Silencer_tiles;ENSG00000174197;238 --- Short_nuclear_domain;KIBRA_HUMAN;WW;1;29,670,07
209,Random_control;;;257; --- Silencer_tiles;ENSG00000205571;13,3209,07
210,Silencer_tiles;ENSG00000061273;33 --- Short_nuclear_domain;ZFP28_HUMAN;KRAB;209;37,2623,07
211,Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59 --- Short_nuclear_domain;WBP4_HUMAN;WW;139;29,1481,07
212,DMD_control_tiles;ENSG00000198947;;131; --- DMD_control_tiles;ENSG00000198947;;131;,6644,07
213,Silencer_tiles;ENSG00000174197;238 --- Silencer_tiles;ENSG00000069812;10,6700,07
214,Silencer_tiles;ENSG00000061273;33 --- Random_control;;;411;,7087,07
215,DMD_control_tiles;ENSG00000198947;;131; --- Random_control;;;410;,1319,07
216,DMD_control_tiles;ENSG00000198947;;176; --- Random_control;;;89;,1490,07
217,Silencer_tiles;ENSG00000069812;10 --- Random_control;;;257;,792,07
218,Random_control;;;205; --- Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46,2739,07
219,Silencer_tiles;ENSG00000061273;33 --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,3941,07
220,Short_nuclear_domain;ZN597_HUMAN;KRAB;1;41 --- Silencer_tiles;ENSG00000069812;10,16244,07
221,Silencer_tiles;ENSG00000168769;132 --- Silencer_tiles;ENSG00000168769;132,31045,07
222,Random_control;;;205; --- Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40,9537,07
223,NIZP1_KRAB --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,4013,07
224,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;MTA3_HUMAN;GATA;357;37,3765,07
225,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- Silencer_tiles;ENSG00000141644;47,1572,07
226,DMD_control_tiles;ENSG00000198947;;297; --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,9508,07
227,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Random_control;;;205;,4336,07
228,Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79 --- Silencer_tiles;ENSG00000179833;22,1338,07
229,Random_control;;;411; --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,3264,07
230,Human_KRAB_variant;Q3KP31;676 --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,243,07
231,Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79 --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,3027,07
232,Silencer_tiles;ENSG00000170604;0 --- Silencer_tiles;ENSG00000205571;13,594,07
233,Random_control;;;411; --- Silencer_tiles;ENSG00000069812;10,5917,07
234,Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45 --- Random_control;;;205;,7388,07
235,Short_nuclear_domain;HXA13_HUMAN;Homeodomain;308;56 --- Silencer_tiles;ENSG00000130706;26,123,07
236,Silencer_tiles;ENSG00000174197;238 --- Short_nuclear_domain;ID2_HUMAN;HLH;15;41,192,07
237,Silencer_tiles;ENSG00000111642;38 --- Silencer_tiles;ENSG00000069812;10,977,07
238,Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79 --- Silencer_tiles;ENSG00000069812;10,4147,07
239,Random_control;;;411; --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,5994,07
240,Silencer_tiles;ENSG00000069812;10 --- Short_nuclear_domain;SSX2_HUMAN;SSXRD;108;31,16,07
241,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40,3535,07
242,NIZP1_KRAB --- Silencer_tiles;ENSG00000179833;22,1551,07
243,Silencer_tiles;ENSG00000084093;101 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,524,07
244,Short_nuclear_domain;ZN597_HUMAN;KRAB;1;41 --- NIZP1_C2HR,1055,07
245,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;BTK_HUMAN;SH3_1;203;46,2567,07
246,Short_nuclear_domain;ZN597_HUMAN;KRAB;1;41 --- Random_control;;;21;,3259,07
247,Silencer_tiles;ENSG00000085224;242 --- Short_nuclear_domain;APBB1_HUMAN;WW;229;28,1070,07
248,Short_nuclear_domain;ZFP28_HUMAN;KRAB;209;37 --- Short_nuclear_domain;ZFP28_HUMAN;KRAB;209;37,17011,07
249,Short_nuclear_domain;ZFP28_HUMAN;KRAB;209;37 --- Silencer_tiles;ENSG00000069812;10,5911,07
250,Short_nuclear_domain;KIBRA_HUMAN;WW;1;29 --- Silencer_tiles;ENSG00000205571;13,349,07
251,Short_nuclear_domain;YAF2_HUMAN;YAF2_RYBP;78;32 --- Random_control;;;372;,14,07
