,pair,count,sample
117,Short_nuclear_domain;NOTC2_HUMAN;Notch;1440;34 --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,4381,10
118,Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45 --- Random_control;;;205;,7799,10
119,Silencer_tiles;ENSG00000084093;101 --- Short_nuclear_domain;ITCH_HUMAN;WW;302;29,3895,10
120,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Random_control;;;205;,17060,10
121,Short_nuclear_domain;APBB1_HUMAN;WW;229;28 --- Silencer_tiles;ENSG00000076108;118,14012,10
122,Silencer_tiles;ENSG00000205571;13 --- Silencer_tiles;ENSG00000130706;26,911,10
123,Silencer_tiles;ENSG00000061273;33 --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,18613,10
124,Silencer_tiles;ENSG00000076108;118 --- Silencer_tiles;ENSG00000061273;33,60211,10
125,Human_KRAB_variant;P21506;146 --- Human_KRAB_variant;Q3KP31;676,2582,10
126,Random_control;;;205; --- Silencer_tiles;ENSG00000174197;34,10785,10
127,Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65 --- Random_control;;;297;,12169,10
128,Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46 --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,1068,10
129,DMD_control_tiles;ENSG00000198947;;171; --- Human_KRAB_variant;M0QYP0;367,9570,10
130,Silencer_tiles;ENSG00000130706;26 --- Random_control;;;21;,9694,10
131,Silencer_tiles;ENSG00000102974;12 --- DMD_control_tiles;ENSG00000198947;;131;,4081,10
132,Human_KRAB_variant;M0QYP0;367 --- Short_nuclear_domain;WBP4_HUMAN;WW;139;29,27010,10
133,Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56 --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,5368,10
134,Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79 --- Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,2665,10
135,Silencer_tiles;ENSG00000069812;10 --- Human_KRAB_variant;Q3KP31;676,9136,10
136,Silencer_tiles;ENSG00000179833;22 --- Silencer_tiles;ENSG00000130706;26,21719,10
137,Human_KRAB_variant;M0QYP0;367 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,66330,10
138,Random_control;;;124; --- Silencer_tiles;ENSG00000174197;238,3372,10
139,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Random_control;;;124;,12188,10
140,Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72 --- Short_nuclear_domain;KMT2B_HUMAN;zf-CXXC;941;47,1643,10
141,Short_nuclear_domain;ZN777_HUMAN;DUF3669;181;67 --- Short_nuclear_domain;MTA3_HUMAN;GATA;357;37,2748,10
142,Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45 --- Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46,4072,10
143,Random_control;;;205; --- Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79,9478,10
144,Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65 --- Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65,6281,10
145,Human_KRAB_variant;M0QYP0;367 --- Short_nuclear_domain;CBX1_HUMAN;Chromo_shadow;104;52,17176,10
146,Human_KRAB_variant;M0QYP0;367 --- DMD_control_tiles;ENSG00000198947;;31;,23561,10
147,DMD_control_tiles;ENSG00000198947;;357; --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,11393,10
148,Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59 --- Silencer_tiles;ENSG00000069812;10,36090,10
149,Human_KRAB_variant;M0QYP0;367 --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,59230,10
150,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Silencer_tiles;ENSG00000155090;12,2664,10
151,Human_KRAB_variant;M0QYP0;367 --- Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46,23719,10
152,Silencer_tiles;ENSG00000100307;18 --- Short_nuclear_domain;ZN777_HUMAN;DUF3669;181;67,12996,10
153,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Human_KRAB_variant;Q3KP31;676,11965,10
154,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,35833,10
155,Random_control;;;124; --- Random_control;;;205;,14871,10
156,Silencer_tiles;ENSG00000076108;118 --- Random_control;;;257;,46765,10
157,Random_control;;;411; --- NIZP1_KRAB,9538,10
158,Silencer_tiles;ENSG00000179833;22 --- Human_KRAB_variant;M0QYP0;367,32512,10
159,Silencer_tiles;ENSG00000076108;118 --- Random_control;;;124;,64840,10
160,Silencer_tiles;ENSG00000061273;33 --- Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72,15889,10
161,Silencer_tiles;ENSG00000069812;10 --- Random_control;;;385;,6610,10
162,Human_KRAB_variant;M0QYP0;367 --- Short_nuclear_domain;NOTC2_HUMAN;Notch;1440;34,24479,10
163,Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63 --- Silencer_tiles;ENSG00000084093;101,4557,10
164,Random_control;;;257; --- Random_control;;;205;,21644,10
165,Random_control;;;205; --- DMD_control_tiles;ENSG00000198947;;255;,2980,10
166,Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72 --- Silencer_tiles;ENSG00000102974;12,2026,10
167,Silencer_tiles;ENSG00000170604;0 --- Silencer_tiles;ENSG00000102974;12,1806,10
168,Silencer_tiles;ENSG00000100307;18 --- Silencer_tiles;ENSG00000174197;34,12759,10
169,Silencer_tiles;ENSG00000130706;26 --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,15457,10
170,Silencer_tiles;ENSG00000076108;118 --- Silencer_tiles;ENSG00000168769;132,42822,10
171,DMD_control_tiles;ENSG00000198947;;357; --- Silencer_tiles;ENSG00000179833;22,8230,10
172,Short_nuclear_domain;KIBRA_HUMAN;WW;1;29 --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,1745,10
173,DMD_control_tiles;ENSG00000198947;;259; --- Short_nuclear_domain;PCGF2_HUMAN;zf-C3HC4_2;1;39,326,10
174,Random_control;;;205; --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,16922,10
175,Silencer_tiles;ENSG00000141644;47 --- Silencer_tiles;ENSG00000111642;38,30387,10
176,Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65 --- Short_nuclear_domain;APBB1_HUMAN;WW;229;28,7995,10
177,DMD_control_tiles;ENSG00000198947;;297; --- Silencer_tiles;ENSG00000076108;118,15858,10
178,Silencer_tiles;ENSG00000076108;118 --- Random_control;;;297;,85003,10
179,Silencer_tiles;ENSG00000088305;10 --- Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40,11302,10
180,Silencer_tiles;ENSG00000179833;22 --- DMD_control_tiles;ENSG00000198947;;297;,11794,10
181,Silencer_tiles;ENSG00000179833;22 --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,25888,10
182,Silencer_tiles;ENSG00000179833;22 --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,13757,10
183,Silencer_tiles;ENSG00000076108;118 --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,76253,10
184,Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45 --- Silencer_tiles;ENSG00000155090;12,1540,10
185,Silencer_tiles;ENSG00000076108;118 --- DMD_control_tiles;ENSG00000198947;;357;,53862,10
186,Random_control;;;124; --- Random_control;;;297;,13797,10
187,Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56 --- Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79,2845,10
188,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,19661,10
189,Human_KRAB_variant;M0QYP0;367 --- Short_nuclear_domain;BTK_HUMAN;SH3_1;203;46,10984,10
190,Silencer_tiles;ENSG00000076108;118 --- Short_nuclear_domain;KMT2B_HUMAN;zf-CXXC;941;47,4126,10
191,Silencer_tiles;ENSG00000076108;118 --- Silencer_tiles;ENSG00000084093;101,18677,10
192,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Random_control;;;21;,18817,10
193,Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65 --- Silencer_tiles;ENSG00000088305;10,8717,10
194,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Random_control;;;205;,24342,10
195,Silencer_tiles;ENSG00000179833;22 --- DMD_control_tiles;ENSG00000198947;;357;,15209,10
196,Random_control;;;257; --- Silencer_tiles;ENSG00000069812;10,95977,10
197,Silencer_tiles;ENSG00000141644;47 --- Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40,35903,10
198,Random_control;;;205; --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,17148,10
199,Silencer_tiles;ENSG00000141644;47 --- Silencer_tiles;ENSG00000085224;242,27474,10
200,Random_control;;;89; --- Silencer_tiles;ENSG00000130706;26,9561,10
201,Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79 --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,3011,10
202,Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63 --- Silencer_tiles;ENSG00000069812;10,34251,10
203,Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72 --- NIZP1_C2HR,3077,10
204,Human_KRAB_variant;M0QYP0;367 --- NIZP1_KRAB,38629,10
205,Silencer_tiles;ENSG00000141644;47 --- Silencer_tiles;ENSG00000069812;10,119126,10
206,Short_nuclear_domain;DPY30_HUMAN;Dpy-30;19;41 --- Silencer_tiles;ENSG00000111642;38,1922,10
207,Silencer_tiles;ENSG00000127124;78 --- Random_control;;;411;,5948,10
208,Short_nuclear_domain;TERF1_HUMAN;Myb_DNA-binding;359;48 --- Silencer_tiles;ENSG00000069812;10,6060,10
209,Silencer_tiles;ENSG00000155090;12 --- Random_control;;;257;,3815,10
210,DMD_control_tiles;ENSG00000198947;;131; --- Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72,4951,10
211,Silencer_tiles;ENSG00000076108;118 --- Silencer_tiles;ENSG00000179833;22,29275,10
212,Human_KRAB_variant;M0QYP0;367 --- Short_nuclear_domain;PCGF2_HUMAN;zf-C3HC4_2;1;39,29663,10
213,Random_control;;;257; --- Short_nuclear_domain;APBB1_HUMAN;WW;229;28,24726,10
214,Human_KRAB_variant;M0QYP0;367 --- Random_control;;;372;,37940,10
215,Short_nuclear_domain;ZN597_HUMAN;KRAB;1;41 --- Random_control;;;385;,883,10
216,Random_control;;;89; --- Short_nuclear_domain;CDYL2_HUMAN;Chromo;1;50,1052,10
217,Silencer_tiles;ENSG00000141644;47 --- Silencer_tiles;ENSG00000205571;13,12092,10
218,Silencer_tiles;ENSG00000127124;78 --- Silencer_tiles;ENSG00000069812;10,11916,10
219,Random_control;;;411; --- Short_nuclear_domain;ZN777_HUMAN;DUF3669;181;67,8242,10
220,Silencer_tiles;ENSG00000168769;132 --- Silencer_tiles;ENSG00000155090;12,525,10
221,Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63 --- Short_nuclear_domain;WWP2_HUMAN;WW;381;28,4564,10
222,Silencer_tiles;ENSG00000088305;10 --- Short_nuclear_domain;WWP2_HUMAN;WW;381;28,6303,10
223,Silencer_tiles;ENSG00000100307;18 --- Random_control;;;21;,27319,10
224,Silencer_tiles;ENSG00000141644;47 --- Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63,20283,10
225,Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65 --- Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,3654,10
226,Silencer_tiles;ENSG00000130706;26 --- Short_nuclear_domain;ITCH_HUMAN;WW;302;29,9766,10
227,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Short_nuclear_domain;IKKA_HUMAN;IKKbetaNEMObind;665;36,3442,10
228,Silencer_tiles;ENSG00000085224;242 --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,2728,10
229,Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63 --- Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65,4536,10
230,DMD_control_tiles;ENSG00000198947;;297; --- Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65,4699,10
231,Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41 --- Short_nuclear_domain;DPY30_HUMAN;Dpy-30;19;41,124,10
232,Random_control;;;372; --- Human_KRAB_variant;M0QYP0;367,16123,10
233,Random_control;;;205; --- Random_control;;;372;,10748,10
234,Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56 --- Random_control;;;411;,8160,10
235,Random_control;;;411; --- NIZP1_C2HR,5590,10
236,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Silencer_tiles;ENSG00000111642;38,18751,10
237,Silencer_tiles;ENSG00000102974;12 --- Short_nuclear_domain;SSX2_HUMAN;SSXRD;108;31,871,10
238,Silencer_tiles;ENSG00000100307;18 --- Short_nuclear_domain;MTA3_HUMAN;GATA;357;37,14341,10
239,Silencer_tiles;ENSG00000141644;47 --- Short_nuclear_domain;GSX1_HUMAN;Homeodomain;136;56,7973,10
240,Short_nuclear_domain;ZN777_HUMAN;DUF3669;181;67 --- Silencer_tiles;ENSG00000168769;132,6051,10
241,Silencer_tiles;ENSG00000130706;26 --- Silencer_tiles;ENSG00000130706;26,13247,10
242,DMD_control_tiles;ENSG00000198947;;171; --- Silencer_tiles;ENSG00000111642;38,5447,10
243,Silencer_tiles;ENSG00000076108;118 --- Silencer_tiles;ENSG00000174197;34,23469,10
244,Short_nuclear_domain;MTA3_HUMAN;GATA;357;37 --- Short_nuclear_domain;CBX1_HUMAN;Chromo_shadow;104;52,2592,10
245,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Silencer_tiles;ENSG00000085224;242,6163,10
246,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Short_nuclear_domain;NOTC2_HUMAN;Notch;1440;34,9720,10
