,pair,count,sample
36,Random_control;;;205; --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,545,04
37,Silencer_tiles;ENSG00000155090;12 --- Silencer_tiles;ENSG00000111642;38,58,04
38,Short_nuclear_domain;APBB1_HUMAN;WW;229;28 --- Short_nuclear_domain;GSX1_HUMAN;Homeodomain;136;56,15,04
39,Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45 --- Short_nuclear_domain;APBB1_HUMAN;WW;229;28,99,04
40,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Short_nuclear_domain;MTA3_HUMAN;GATA;357;37,177,04
41,Short_nuclear_domain;PCGF2_HUMAN;zf-C3HC4_2;1;39 --- Silencer_tiles;ENSG00000069812;10,426,04
42,Random_control;;;257; --- Random_control;;;257;,3103,04
43,Human_KRAB_variant;M0QYP0;367 --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,440,04
44,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Silencer_tiles;ENSG00000111642;38,346,04
45,Human_KRAB_variant;M0QYP0;367 --- Human_KRAB_variant;M0QYP0;367,4057,04
46,Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65 --- Random_control;;;411;,135,04
47,Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41 --- Silencer_tiles;ENSG00000168769;132,46,04
48,Short_nuclear_domain;ITCH_HUMAN;WW;302;29 --- DMD_control_tiles;ENSG00000198947;;131;,31,04
49,Silencer_tiles;ENSG00000088305;10 --- Silencer_tiles;ENSG00000088305;10,2167,04
50,Short_nuclear_domain;JDP2_HUMAN;bZIP_1;61;63 --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,10,04
51,Short_nuclear_domain;GSX1_HUMAN;Homeodomain;136;56 --- Silencer_tiles;ENSG00000174197;34,30,04
52,Silencer_tiles;ENSG00000141644;47 --- Silencer_tiles;ENSG00000130706;26,321,04
53,DMD_control_tiles;ENSG00000198947;;176; --- Random_control;;;257;,11,04
54,Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72 --- NIZP1_KRAB,142,04
55,Short_nuclear_domain;APBB1_HUMAN;WW;229;28 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,108,04
56,Random_control;;;411; --- Random_control;;;411;,2237,04
57,Silencer_tiles;ENSG00000076108;118 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,722,04
58,DMD_control_tiles;ENSG00000198947;;357; --- DMD_control_tiles;ENSG00000198947;;357;,1460,04
59,Short_nuclear_domain;MPP8_HUMAN;Chromo;44;50 --- Short_nuclear_domain;SSX2_HUMAN;SSXRD;108;31,1,04
60,DMD_control_tiles;ENSG00000198947;;171; --- Silencer_tiles;ENSG00000069812;10,249,04
61,Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56 --- Short_nuclear_domain;ITCH_HUMAN;WW;302;29,104,04
62,Human_KRAB_variant;Q3KP31;676 --- Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65,38,04
63,Silencer_tiles;ENSG00000127124;78 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,155,04
64,Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77 --- Short_nuclear_domain;ZFP28_HUMAN;KRAB;209;37,16,04
65,DMD_control_tiles;ENSG00000198947;;357; --- Silencer_tiles;ENSG00000061273;33,115,04
66,Random_control;;;89; --- Short_nuclear_domain;ZN777_HUMAN;DUF3669;181;67,68,04
67,Human_KRAB_variant;M0QYP0;367 --- Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72,404,04
68,NIZP1_C2HR --- Random_control;;;89;,101,04
69,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Silencer_tiles;ENSG00000076108;118,515,04
70,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40,3221,04
71,Short_nuclear_domain;NOTC2_HUMAN;Notch;1440;34 --- Silencer_tiles;ENSG00000076108;118,86,04
72,Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65 --- Random_control;;;205;,219,04
73,Silencer_tiles;ENSG00000061273;33 --- Random_control;;;411;,154,04
74,Human_KRAB_variant;M0QYP0;367 --- Random_control;;;205;,501,04
75,Silencer_tiles;ENSG00000076108;118 --- Silencer_tiles;ENSG00000088305;10,584,04
76,Random_control;;;124; --- Silencer_tiles;ENSG00000155090;12,40,04
77,Human_KRAB_variant;M0QYP0;367 --- Silencer_tiles;ENSG00000155090;12,69,04
78,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48,10,04
79,Silencer_tiles;ENSG00000076108;118 --- DMD_control_tiles;ENSG00000198947;;259;,95,04
80,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Short_nuclear_domain;DPF1_HUMAN;Requiem_N;34;71,184,04
81,Short_nuclear_domain;ID2_HUMAN;HLH;15;41 --- Silencer_tiles;ENSG00000085224;242,44,04
82,Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56 --- Short_nuclear_domain;YAF2_HUMAN;YAF2_RYBP;78;32,28,04
83,Silencer_tiles;ENSG00000088305;10 --- Random_control;;;372;,74,04
84,Silencer_tiles;ENSG00000100307;18 --- Silencer_tiles;ENSG00000179833;22,217,04
85,Short_nuclear_domain;ITCH_HUMAN;WW;302;29 --- Short_nuclear_domain;ITCH_HUMAN;WW;302;29,1537,04
86,Silencer_tiles;ENSG00000127124;78 --- Short_nuclear_domain;MYBA_HUMAN;LMSTEN;223;46,15,04
87,Random_control;;;257; --- Random_control;;;89;,332,04
88,Short_nuclear_domain;MTA3_HUMAN;GATA;357;37 --- Short_nuclear_domain;MTA3_HUMAN;GATA;357;37,568,04
89,Random_control;;;372; --- Short_nuclear_domain;YAF2_HUMAN;YAF2_RYBP;78;32,25,04
90,Random_control;;;411; --- Silencer_tiles;ENSG00000069812;10,609,04
91,Random_control;;;89; --- Silencer_tiles;ENSG00000025156;13,60,04
92,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Human_KRAB_variant;P21506;146,120,04
93,Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72 --- Short_nuclear_domain;ITCH_HUMAN;WW;302;29,136,04
94,Silencer_tiles;ENSG00000069812;10 --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,86,04
95,Silencer_tiles;ENSG00000076108;118 --- NIZP1_C2HR,254,04
96,Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63 --- Silencer_tiles;ENSG00000085224;242,116,04
97,Short_nuclear_domain;ITCH_HUMAN;WW;302;29 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,126,04
98,Silencer_tiles;ENSG00000179833;22 --- Silencer_tiles;ENSG00000170604;0,156,04
99,NIZP1_C2HR --- Silencer_tiles;ENSG00000179833;22,56,04
100,Silencer_tiles;ENSG00000069812;10 --- DMD_control_tiles;ENSG00000198947;;31;,43,04
101,Random_control;;;385; --- Random_control;;;124;,37,04
102,Silencer_tiles;ENSG00000170604;0 --- Silencer_tiles;ENSG00000170604;0,1452,04
103,NIZP1_KRAB --- NIZP1_KRAB,1270,04
104,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Silencer_tiles;ENSG00000088305;10,314,04
105,Silencer_tiles;ENSG00000141644;47 --- Silencer_tiles;ENSG00000088305;10,401,04
106,Silencer_tiles;ENSG00000155090;12 --- Silencer_tiles;ENSG00000130706;26,133,04
107,Short_nuclear_domain;SUMO3_HUMAN;Rad60-SLD;12;70 --- Human_KRAB_variant;Q3KP31;676,20,04
108,Short_nuclear_domain;DPY30_HUMAN;Dpy-30;19;41 --- NIZP1_KRAB,7,04
109,Short_nuclear_domain;TOX_HUMAN;HMG_box;255;68 --- Short_nuclear_domain;MTA3_HUMAN;GATA;357;37,24,04
110,Silencer_tiles;ENSG00000127124;78 --- Silencer_tiles;ENSG00000141644;47,39,04
111,Short_nuclear_domain;PCGF2_HUMAN;zf-C3HC4_2;1;39 --- Short_nuclear_domain;WWP2_HUMAN;WW;381;28,82,04
112,Silencer_tiles;ENSG00000141644;47 --- Short_nuclear_domain;WBP4_HUMAN;WW;139;29,132,04
113,DMD_control_tiles;ENSG00000198947;;297; --- Silencer_tiles;ENSG00000168769;132,83,04
114,Short_nuclear_domain;ASCL1_HUMAN;HLH;105;52 --- Short_nuclear_domain;SUMO3_HUMAN;Rad60-SLD;12;70,28,04
115,Silencer_tiles;ENSG00000111642;38 --- Silencer_tiles;ENSG00000069812;10,260,04
116,Silencer_tiles;ENSG00000084093;101 --- Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26,55,04
117,Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72 --- Silencer_tiles;ENSG00000069812;10,610,04
118,Random_control;;;297; --- Silencer_tiles;ENSG00000170604;0,84,04
119,Silencer_tiles;ENSG00000111642;38 --- Silencer_tiles;ENSG00000111642;38,716,04
120,Random_control;;;205; --- Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34,203,04
121,Silencer_tiles;ENSG00000076108;118 --- Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79,240,04
122,Silencer_tiles;ENSG00000130706;26 --- Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,38,04
123,Short_nuclear_domain;DPY30_HUMAN;Dpy-30;19;41 --- Silencer_tiles;ENSG00000130706;26,27,04
124,Silencer_tiles;ENSG00000076108;118 --- Short_nuclear_domain;NOTC2_HUMAN;Notch;1440;34,321,04
125,Silencer_tiles;ENSG00000076108;118 --- Random_control;;;385;,299,04
126,Silencer_tiles;ENSG00000179833;22 --- DMD_control_tiles;ENSG00000198947;;31;,92,04
127,Silencer_tiles;ENSG00000170604;0 --- Silencer_tiles;ENSG00000069812;10,359,04
128,Short_nuclear_domain;MPP8_HUMAN;Chromo;44;50 --- DMD_control_tiles;ENSG00000198947;;130;,3,04
129,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,1483,04
130,Short_nuclear_domain;PCGF2_HUMAN;zf-C3HC4_2;1;39 --- Random_control;;;205;,240,04
131,Random_control;;;124; --- DMD_control_tiles;ENSG00000198947;;259;,43,04
132,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Silencer_tiles;ENSG00000163602;11,59,04
133,Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72 --- Silencer_tiles;ENSG00000061273;33,128,04
134,Human_KRAB_variant;M0QYP0;367 --- Short_nuclear_domain;WBP4_HUMAN;WW;139;29,160,04
135,DMD_control_tiles;ENSG00000198947;;31; --- Short_nuclear_domain;WBP4_HUMAN;WW;139;29,46,04
136,Short_nuclear_domain;ZFP28_HUMAN;KRAB;209;37 --- Random_control;;;124;,108,04
137,Silencer_tiles;ENSG00000088305;10 --- Random_control;;;21;,157,04
138,Silencer_tiles;ENSG00000100307;18 --- Silencer_tiles;ENSG00000168769;132,184,04
139,Silencer_tiles;ENSG00000088305;10 --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,84,04
140,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,142,04
141,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48,40,04
142,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Silencer_tiles;ENSG00000088305;10,250,04
143,Silencer_tiles;ENSG00000061273;33 --- Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34,83,04
144,Silencer_tiles;ENSG00000100307;18 --- Silencer_tiles;ENSG00000100307;18,1561,04
145,Random_control;;;385; --- DMD_control_tiles;ENSG00000198947;;357;,48,04
146,Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41 --- Silencer_tiles;ENSG00000174197;238,44,04
147,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Silencer_tiles;ENSG00000179833;22,179,04
148,Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45 --- Short_nuclear_domain;ITCH_HUMAN;WW;302;29,105,04
149,Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46 --- Random_control;;;385;,20,04
150,Silencer_tiles;ENSG00000100307;18 --- Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34,116,04
151,Random_control;;;297; --- Human_KRAB_variant;M0QYP0;367,62,04
152,Short_nuclear_domain;PCGF2_HUMAN;zf-C3HC4_2;1;39 --- Short_nuclear_domain;WBP4_HUMAN;WW;139;29,57,04
153,Short_nuclear_domain;ITCH_HUMAN;WW;302;29 --- DMD_control_tiles;ENSG00000198947;;130;,29,04
154,Silencer_tiles;ENSG00000076108;118 --- Short_nuclear_domain;APBB1_HUMAN;WW;229;28,540,04
155,Random_control;;;411; --- Random_control;;;297;,207,04
156,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,178,04
157,Silencer_tiles;ENSG00000061273;33 --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,162,04
158,DMD_control_tiles;ENSG00000198947;;297; --- Random_control;;;89;,151,04
159,Silencer_tiles;ENSG00000163602;11 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,66,04
160,Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34 --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,32,04
161,Silencer_tiles;ENSG00000084093;101 --- Random_control;;;89;,146,04
162,Silencer_tiles;ENSG00000174197;238 --- Silencer_tiles;ENSG00000174197;238,267,04
163,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46,1008,04
164,Silencer_tiles;ENSG00000100307;18 --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,464,04
165,Silencer_tiles;ENSG00000141644;47 --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,286,04
166,Silencer_tiles;ENSG00000127124;78 --- Silencer_tiles;ENSG00000069812;10,338,04
167,Human_KRAB_variant;M0QYP0;367 --- Human_KRAB_variant;Q3KP31;676,184,04
168,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Short_nuclear_domain;TOX_HUMAN;HMG_box;255;68,94,04
169,Silencer_tiles;ENSG00000100307;18 --- Random_control;;;205;,297,04
170,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Silencer_tiles;ENSG00000069812;10,1258,04
171,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Silencer_tiles;ENSG00000163602;11,89,04
172,Short_nuclear_domain;MYBA_HUMAN;LMSTEN;223;46 --- Random_control;;;124;,42,04
173,Silencer_tiles;ENSG00000163602;11 --- Random_control;;;124;,54,04
174,Random_control;;;205; --- Random_control;;;124;,305,04
175,Short_nuclear_domain;DPF1_HUMAN;Requiem_N;34;71 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,51,04
176,Short_nuclear_domain;BTK_HUMAN;SH3_1;203;46 --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,62,04
177,Silencer_tiles;ENSG00000130706;26 --- Short_nuclear_domain;TOX_HUMAN;HMG_box;255;68,41,04
178,Silencer_tiles;ENSG00000130706;26 --- Short_nuclear_domain;ZFP28_HUMAN;KRAB;209;37,65,04
179,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Silencer_tiles;ENSG00000174197;238,75,04
180,Short_nuclear_domain;ITCH_HUMAN;WW;302;29 --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,126,04
181,Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34 --- Random_control;;;205;,73,04
182,Short_nuclear_domain;ZN597_HUMAN;KRAB;1;41 --- Random_control;;;205;,147,04
183,Short_nuclear_domain;ZN597_HUMAN;KRAB;1;41 --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,31,04
184,Random_control;;;124; --- Silencer_tiles;ENSG00000069812;10,660,04
185,Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59 --- Random_control;;;124;,180,04
186,Silencer_tiles;ENSG00000100307;18 --- Short_nuclear_domain;APBB1_HUMAN;WW;229;28,239,04
187,NIZP1_C2HR --- Short_nuclear_domain;DPF1_HUMAN;Requiem_N;34;71,56,04
188,Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59 --- Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40,116,04
189,Silencer_tiles;ENSG00000100307;18 --- Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63,154,04
190,Short_nuclear_domain;SUMO3_HUMAN;Rad60-SLD;12;70 --- Short_nuclear_domain;CBX1_HUMAN;Chromo_shadow;104;52,23,04
191,Random_control;;;372; --- Random_control;;;372;,1154,04
192,Silencer_tiles;ENSG00000130706;26 --- Silencer_tiles;ENSG00000069812;10,694,04
193,DMD_control_tiles;ENSG00000198947;;131; --- Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45,5,04
194,Short_nuclear_domain;IKKA_HUMAN;IKKbetaNEMObind;665;36 --- Silencer_tiles;ENSG00000141644;47,64,04
195,Silencer_tiles;ENSG00000179833;22 --- Short_nuclear_domain;PCGF2_HUMAN;zf-C3HC4_2;1;39,95,04
196,Silencer_tiles;ENSG00000141644;47 --- Silencer_tiles;ENSG00000061273;33,312,04
197,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Silencer_tiles;ENSG00000141644;47,79,04
198,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Short_nuclear_domain;CBX1_HUMAN;Chromo_shadow;104;52,74,04
199,Short_nuclear_domain;ASCL1_HUMAN;HLH;105;52 --- Short_nuclear_domain;TOX_HUMAN;HMG_box;255;68,6,04
200,Silencer_tiles;ENSG00000100307;18 --- Random_control;;;89;,265,04
201,Short_nuclear_domain;ASCL1_HUMAN;HLH;105;52 --- Random_control;;;205;,27,04
202,Silencer_tiles;ENSG00000205571;13 --- Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72,14,04
203,Random_control;;;205; --- Silencer_tiles;ENSG00000170604;0,177,04
204,NIZP1_C2HR --- Random_control;;;297;,102,04
205,Random_control;;;205; --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,185,04
206,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,75,04
207,Short_nuclear_domain;GSX1_HUMAN;Homeodomain;136;56 --- DMD_control_tiles;ENSG00000198947;;297;,16,04
208,Silencer_tiles;ENSG00000141644;47 --- NIZP1_KRAB,210,04
209,Short_nuclear_domain;PCGF2_HUMAN;zf-C3HC4_2;1;39 --- Silencer_tiles;ENSG00000085224;242,76,04
210,Silencer_tiles;ENSG00000111642;38 --- DMD_control_tiles;ENSG00000198947;;251;,15,04
211,Silencer_tiles;ENSG00000130706;26 --- Silencer_tiles;ENSG00000130706;26,1985,04
212,Short_nuclear_domain;ZN777_HUMAN;DUF3669;181;67 --- Short_nuclear_domain;WBP4_HUMAN;WW;139;29,42,04
213,Silencer_tiles;ENSG00000061273;33 --- Short_nuclear_domain;GSX1_HUMAN;Homeodomain;136;56,31,04
214,Short_nuclear_domain;ZN777_HUMAN;DUF3669;181;67 --- Short_nuclear_domain;ZN777_HUMAN;DUF3669;181;67,588,04
215,Silencer_tiles;ENSG00000170604;0 --- DMD_control_tiles;ENSG00000198947;;255;,22,04
216,Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45 --- DMD_control_tiles;ENSG00000198947;;31;,52,04
217,Silencer_tiles;ENSG00000076108;118 --- Short_nuclear_domain;SSX2_HUMAN;SSXRD;108;31,137,04
218,Silencer_tiles;ENSG00000076108;118 --- Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72,436,04
219,Random_control;;;205; --- Short_nuclear_domain;ITCH_HUMAN;WW;302;29,233,04
220,Short_nuclear_domain;ZN777_HUMAN;DUF3669;181;67 --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,86,04
221,Short_nuclear_domain;CBX1_HUMAN;Chromo_shadow;104;52 --- Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26,27,04
222,Random_control;;;124; --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,61,04
223,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Human_KRAB_variant;Q3KP31;676,332,04
224,Silencer_tiles;ENSG00000127124;78 --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,207,04
225,Silencer_tiles;ENSG00000141644;47 --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,199,04
226,Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65 --- Silencer_tiles;ENSG00000174197;34,71,04
227,Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77 --- Short_nuclear_domain;MPP8_HUMAN;Chromo;44;50,13,04
228,Random_control;;;89; --- Silencer_tiles;ENSG00000130706;26,177,04
229,Short_nuclear_domain;CDYL2_HUMAN;Chromo;1;50 --- Short_nuclear_domain;GSX1_HUMAN;Homeodomain;136;56,2,04
230,Short_nuclear_domain;PCGF2_HUMAN;zf-C3HC4_2;1;39 --- Random_control;;;21;,257,04
231,Random_control;;;205; --- Random_control;;;205;,5658,04
232,Short_nuclear_domain;MTA3_HUMAN;GATA;357;37 --- Short_nuclear_domain;BTK_HUMAN;SH3_1;203;46,17,04
233,Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59 --- Silencer_tiles;ENSG00000088305;10,143,04
234,Human_KRAB_variant;M0QYP0;367 --- Silencer_tiles;ENSG00000179833;22,360,04
235,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26,114,04
236,Random_control;;;411; --- Silencer_tiles;ENSG00000141644;47,76,04
237,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Short_nuclear_domain;ZFP28_HUMAN;KRAB;209;37,79,04
238,Human_KRAB_variant;M0QYP0;367 --- Silencer_tiles;ENSG00000163602;11,117,04
239,Human_KRAB_variant;M0QYP0;367 --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,384,04
240,Short_nuclear_domain;DPY30_HUMAN;Dpy-30;19;41 --- Random_control;;;297;,35,04
241,Random_control;;;205; --- Short_nuclear_domain;WBP4_HUMAN;WW;139;29,179,04
242,Silencer_tiles;ENSG00000163602;11 --- Silencer_tiles;ENSG00000163602;11,189,04
243,Silencer_tiles;ENSG00000061273;33 --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,84,04
244,Silencer_tiles;ENSG00000088305;10 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,172,04
