,pair,count,sample
102,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;NOTC2_HUMAN;Notch;1440;34,92330,01
103,NIZP1_KRAB --- DMD_control_tiles;ENSG00000198947;;297;,8998,01
104,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,81463,01
105,Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45 --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,131841,01
106,Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59 --- Short_nuclear_domain;BTK_HUMAN;SH3_1;203;46,17780,01
107,Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56 --- Short_nuclear_domain;WBP4_HUMAN;WW;139;29,14902,01
108,Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56 --- Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,7777,01
109,Silencer_tiles;ENSG00000179833;22 --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,45738,01
110,Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63 --- Short_nuclear_domain;DPY30_HUMAN;Dpy-30;19;41,1241,01
111,Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72 --- Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72,7747,01
112,DMD_control_tiles;ENSG00000198947;;357; --- Silencer_tiles;ENSG00000170604;0,2047,01
113,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,37169,01
114,Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34 --- Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34,68954,01
115,Short_nuclear_domain;ZN597_HUMAN;KRAB;1;41 --- Short_nuclear_domain;IKKA_HUMAN;IKKbetaNEMObind;665;36,6126,01
116,Random_control;;;89; --- DMD_control_tiles;ENSG00000198947;;171;,3382,01
117,Random_control;;;257; --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,36494,01
118,Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63 --- Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63,11789,01
119,Random_control;;;205; --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,68004,01
120,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,90444,01
121,DMD_control_tiles;ENSG00000198947;;255; --- Silencer_tiles;ENSG00000179833;22,4294,01
122,Short_nuclear_domain;NOTC2_HUMAN;Notch;1440;34 --- Random_control;;;124;,14073,01
123,Silencer_tiles;ENSG00000102974;12 --- Silencer_tiles;ENSG00000168769;132,2265,01
124,Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45 --- Silencer_tiles;ENSG00000130706;26,43307,01
125,Short_nuclear_domain;ITCH_HUMAN;WW;302;29 --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,18103,01
126,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40,11851,01
127,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,24319,01
128,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;DPF1_HUMAN;Requiem_N;34;71,56772,01
129,Random_control;;;89; --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,17401,01
130,Random_control;;;124; --- Silencer_tiles;ENSG00000025156;13,738,01
131,Short_nuclear_domain;IKKA_HUMAN;IKKbetaNEMObind;665;36 --- Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79,39291,01
132,Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72 --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,3628,01
133,Silencer_tiles;ENSG00000179833;22 --- DMD_control_tiles;ENSG00000198947;;176;,49261,01
134,Silencer_tiles;ENSG00000130706;26 --- Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46,39518,01
135,Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41 --- Random_control;;;205;,39031,01
136,Random_control;;;124; --- Silencer_tiles;ENSG00000141644;47,2903,01
137,Short_nuclear_domain;APBB1_HUMAN;WW;229;28 --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,24904,01
138,Silencer_tiles;ENSG00000141644;47 --- DMD_control_tiles;ENSG00000198947;;130;,10923,01
139,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;WWP2_HUMAN;WW;381;28,78218,01
140,Random_control;;;372; --- Short_nuclear_domain;APBB1_HUMAN;WW;229;28,5723,01
141,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- DMD_control_tiles;ENSG00000198947;;182;,20415,01
142,Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63 --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,59289,01
143,Random_control;;;257; --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,16340,01
144,Random_control;;;205; --- Silencer_tiles;ENSG00000179833;22,86765,01
145,Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59 --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,40744,01
146,Short_nuclear_domain;WBP4_HUMAN;WW;139;29 --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,23862,01
147,Silencer_tiles;ENSG00000088305;10 --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,54147,01
148,Random_control;;;411; --- Silencer_tiles;ENSG00000179833;22,87388,01
149,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,43491,01
150,Silencer_tiles;ENSG00000179833;22 --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,60135,01
151,Silencer_tiles;ENSG00000179833;22 --- Random_control;;;205;,86460,01
152,Random_control;;;372; --- Random_control;;;372;,19063,01
153,Short_nuclear_domain;APBB1_HUMAN;WW;229;28 --- Short_nuclear_domain;BTK_HUMAN;SH3_1;203;46,13459,01
154,Short_nuclear_domain;ITCH_HUMAN;WW;302;29 --- Short_nuclear_domain;IKKA_HUMAN;IKKbetaNEMObind;665;36,13549,01
155,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- DMD_control_tiles;ENSG00000198947;;259;,5431,01
156,Random_control;;;372; --- Silencer_tiles;ENSG00000179833;22,58642,01
157,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,101558,01
158,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Silencer_tiles;ENSG00000179833;22,51010,01
159,Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59 --- Short_nuclear_domain;IKKA_HUMAN;IKKbetaNEMObind;665;36,11669,01
160,Short_nuclear_domain;BTK_HUMAN;SH3_1;203;46 --- Short_nuclear_domain;WWP2_HUMAN;WW;381;28,22346,01
161,DMD_control_tiles;ENSG00000198947;;357; --- Silencer_tiles;ENSG00000085224;242,3422,01
162,Random_control;;;21; --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,559,01
163,Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41 --- Silencer_tiles;ENSG00000069812;10,96524,01
164,Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,15286,01
165,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40,72207,01
166,Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59 --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,51105,01
167,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;BTK_HUMAN;SH3_1;203;46,29792,01
168,Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41 --- Random_control;;;411;,59030,01
169,Random_control;;;411; --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,104184,01
170,Short_nuclear_domain;WBP4_HUMAN;WW;139;29 --- DMD_control_tiles;ENSG00000198947;;130;,819,01
171,Short_nuclear_domain;APBB1_HUMAN;WW;229;28 --- Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79,22551,01
172,DMD_control_tiles;ENSG00000198947;;357; --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,72722,01
173,Short_nuclear_domain;KMT2B_HUMAN;zf-CXXC;941;47 --- Random_control;;;89;,3064,01
174,Random_control;;;257; --- Silencer_tiles;ENSG00000179833;22,21878,01
175,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- NIZP1_KRAB,146041,01
176,DMD_control_tiles;ENSG00000198947;;182; --- DMD_control_tiles;ENSG00000198947;;176;,436,01
177,Short_nuclear_domain;WBP4_HUMAN;WW;139;29 --- Short_nuclear_domain;WWP2_HUMAN;WW;381;28,8222,01
178,Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79 --- Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26,18920,01
179,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,110591,01
180,Silencer_tiles;ENSG00000179833;22 --- Short_nuclear_domain;DPY30_HUMAN;Dpy-30;19;41,20652,01
181,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,95793,01
182,Silencer_tiles;ENSG00000179833;22 --- Random_control;;;21;,93007,01
183,Random_control;;;257; --- Silencer_tiles;ENSG00000069812;10,36553,01
184,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- DMD_control_tiles;ENSG00000198947;;171;,3577,01
185,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Random_control;;;372;,43648,01
186,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,153587,01
187,Human_KRAB_variant;M0QYP0;367 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,6757,01
188,Short_nuclear_domain;GSX1_HUMAN;Homeodomain;136;56 --- Silencer_tiles;ENSG00000102974;12,239,01
189,Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59 --- Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45,31660,01
190,Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,72332,01
191,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- NIZP1_C2HR,8284,01
192,Random_control;;;257; --- DMD_control_tiles;ENSG00000198947;;357;,14496,01
193,Silencer_tiles;ENSG00000179833;22 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,94662,01
194,NIZP1_C2HR --- Short_nuclear_domain;MYBA_HUMAN;LMSTEN;223;46,11106,01
195,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63,86198,01
196,Random_control;;;89; --- DMD_control_tiles;ENSG00000198947;;357;,7441,01
197,DMD_control_tiles;ENSG00000198947;;297; --- DMD_control_tiles;ENSG00000198947;;176;,3175,01
198,Short_nuclear_domain;ITCH_HUMAN;WW;302;29 --- Short_nuclear_domain;APBB1_HUMAN;WW;229;28,19587,01
199,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,68369,01
200,Random_control;;;411; --- Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46,22354,01
201,Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79 --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,30271,01
202,Silencer_tiles;ENSG00000061273;33 --- Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40,8019,01
203,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34,44656,01
204,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Silencer_tiles;ENSG00000188779;4,30934,01
205,Random_control;;;205; --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,79722,01
206,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79,12193,01
207,Random_control;;;257; --- Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40,16211,01
208,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Random_control;;;124;,96412,01
209,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46,31619,01
210,Short_nuclear_domain;ITCH_HUMAN;WW;302;29 --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,94916,01
211,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Random_control;;;205;,8206,01
212,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Silencer_tiles;ENSG00000179833;22,83986,01
213,Silencer_tiles;ENSG00000069812;10 --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,8230,01
214,Silencer_tiles;ENSG00000141644;47 --- Random_control;;;297;,15013,01
215,Human_KRAB_variant;M0QYP0;367 --- DMD_control_tiles;ENSG00000198947;;259;,2447,01
216,Short_nuclear_domain;WBP4_HUMAN;WW;139;29 --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,13920,01
217,Silencer_tiles;ENSG00000179833;22 --- Silencer_tiles;ENSG00000085224;242,72673,01
218,Silencer_tiles;ENSG00000061273;33 --- Short_nuclear_domain;IKKA_HUMAN;IKKbetaNEMObind;665;36,3852,01
219,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26,67204,01
220,DMD_control_tiles;ENSG00000198947;;297; --- Random_control;;;205;,8784,01
