,pair,count,sample
48,Short_nuclear_domain;NOTC2_HUMAN;Notch;1440;34 --- Short_nuclear_domain;SSX2_HUMAN;SSXRD;108;31,157,09
49,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63,4406,09
50,Silencer_tiles;ENSG00000127124;78 --- Random_control;;;297;,4348,09
51,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Random_control;;;124;,18744,09
52,Human_KRAB_variant;M0QYP0;367 --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,9120,09
53,Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34 --- Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34,35984,09
54,Random_control;;;411; --- Random_control;;;411;,80970,09
55,Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79 --- Silencer_tiles;ENSG00000076108;118,3148,09
56,Silencer_tiles;ENSG00000188779;4 --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,2596,09
57,Silencer_tiles;ENSG00000076108;118 --- Silencer_tiles;ENSG00000179833;22,8934,09
58,Random_control;;;205; --- Short_nuclear_domain;TOX_HUMAN;HMG_box;255;68,2253,09
59,Short_nuclear_domain;IKKA_HUMAN;IKKbetaNEMObind;665;36 --- Short_nuclear_domain;IKKA_HUMAN;IKKbetaNEMObind;665;36,30351,09
60,Short_nuclear_domain;CHD3_HUMAN;DUF1087;1286;60 --- Short_nuclear_domain;CHD3_HUMAN;DUF1087;1286;60,1341,09
61,Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,5701,09
62,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Human_KRAB_variant;Q3KP31;676,3008,09
63,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40,4794,09
64,Short_nuclear_domain;GSX1_HUMAN;Homeodomain;136;56 --- Silencer_tiles;ENSG00000102974;12,652,09
65,Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63 --- Silencer_tiles;ENSG00000069812;10,14850,09
66,Short_nuclear_domain;CBX1_HUMAN;Chromo_shadow;104;52 --- Random_control;;;385;,1736,09
67,Short_nuclear_domain;PCGF2_HUMAN;zf-C3HC4_2;1;39 --- Short_nuclear_domain;YAF2_HUMAN;YAF2_RYBP;78;32,889,09
68,Silencer_tiles;ENSG00000141644;47 --- DMD_control_tiles;ENSG00000198947;;171;,3530,09
69,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,10859,09
70,Silencer_tiles;ENSG00000088305;10 --- Silencer_tiles;ENSG00000069812;10,17780,09
71,DMD_control_tiles;ENSG00000198947;;357; --- Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63,2596,09
72,Silencer_tiles;ENSG00000130706;26 --- Random_control;;;124;,7320,09
73,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,6107,09
74,Silencer_tiles;ENSG00000179833;22 --- DMD_control_tiles;ENSG00000198947;;255;,3851,09
75,Silencer_tiles;ENSG00000088305;10 --- Silencer_tiles;ENSG00000088305;10,65325,09
76,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Short_nuclear_domain;SSX2_HUMAN;SSXRD;108;31,1421,09
77,Silencer_tiles;ENSG00000155090;12 --- Short_nuclear_domain;IKKA_HUMAN;IKKbetaNEMObind;665;36,519,09
78,DMD_control_tiles;ENSG00000198947;;297; --- DMD_control_tiles;ENSG00000198947;;297;,42353,09
79,Random_control;;;257; --- Short_nuclear_domain;APBB1_HUMAN;WW;229;28,9788,09
80,DMD_control_tiles;ENSG00000198947;;297; --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,4729,09
81,Random_control;;;205; --- Short_nuclear_domain;DPY30_HUMAN;Dpy-30;19;41,3007,09
82,Silencer_tiles;ENSG00000141644;47 --- Silencer_tiles;ENSG00000141644;47,65810,09
83,Silencer_tiles;ENSG00000100307;18 --- Random_control;;;205;,5710,09
84,Silencer_tiles;ENSG00000179833;22 --- Silencer_tiles;ENSG00000130706;26,11585,09
85,NIZP1_C2HR --- Silencer_tiles;ENSG00000069812;10,9630,09
86,Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41 --- Random_control;;;124;,3240,09
87,Random_control;;;257; --- Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79,5268,09
88,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;WWP2_HUMAN;WW;381;28,5442,09
89,Silencer_tiles;ENSG00000130706;26 --- Silencer_tiles;ENSG00000130706;26,76790,09
90,Short_nuclear_domain;ID2_HUMAN;HLH;15;41 --- Short_nuclear_domain;DPF1_HUMAN;Requiem_N;34;71,953,09
91,Short_nuclear_domain;IKKA_HUMAN;IKKbetaNEMObind;665;36 --- Random_control;;;385;,3667,09
92,Silencer_tiles;ENSG00000174197;238 --- Silencer_tiles;ENSG00000174197;238,9794,09
93,Silencer_tiles;ENSG00000155090;12 --- Short_nuclear_domain;MTA3_HUMAN;GATA;357;37,1468,09
94,Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41 --- Silencer_tiles;ENSG00000025156;13,353,09
95,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65,5021,09
96,Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59 --- Silencer_tiles;ENSG00000174197;238,1557,09
97,Short_nuclear_domain;ITCH_HUMAN;WW;302;29 --- Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63,1575,09
98,Silencer_tiles;ENSG00000155090;12 --- Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65,2763,09
99,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Random_control;;;385;,3211,09
100,Random_control;;;89; --- DMD_control_tiles;ENSG00000198947;;297;,3663,09
101,Silencer_tiles;ENSG00000130706;26 --- Silencer_tiles;ENSG00000205571;13,2108,09
102,Random_control;;;205; --- Silencer_tiles;ENSG00000076108;118,9467,09
103,Random_control;;;411; --- Random_control;;;257;,3828,09
104,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40,4978,09
105,Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45 --- Random_control;;;124;,5564,09
106,Short_nuclear_domain;ZFP28_HUMAN;KRAB;209;37 --- Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34,2210,09
107,Short_nuclear_domain;KMT2B_HUMAN;zf-CXXC;941;47 --- Short_nuclear_domain;ZN777_HUMAN;DUF3669;181;67,720,09
108,Silencer_tiles;ENSG00000084093;101 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,2521,09
109,Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63 --- Silencer_tiles;ENSG00000174197;34,2582,09
110,Random_control;;;411; --- NIZP1_KRAB,3420,09
111,Silencer_tiles;ENSG00000061273;33 --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,6266,09
112,Random_control;;;89; --- Random_control;;;89;,70860,09
113,Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34 --- Silencer_tiles;ENSG00000111642;38,1644,09
114,Short_nuclear_domain;IKKA_HUMAN;IKKbetaNEMObind;665;36 --- DMD_control_tiles;ENSG00000198947;;131;,2882,09
115,Random_control;;;205; --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,8585,09
116,Random_control;;;372; --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,5297,09
117,Random_control;;;297; --- Random_control;;;297;,38549,09
118,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Random_control;;;297;,14189,09
119,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- DMD_control_tiles;ENSG00000198947;;259;,4456,09
120,Random_control;;;124; --- Silencer_tiles;ENSG00000111642;38,5287,09
121,DMD_control_tiles;ENSG00000198947;;357; --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,6489,09
122,Silencer_tiles;ENSG00000102974;12 --- Random_control;;;124;,4401,09
123,NIZP1_KRAB --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,5998,09
124,Short_nuclear_domain;ZFP28_HUMAN;KRAB;209;37 --- Short_nuclear_domain;ZFP28_HUMAN;KRAB;209;37,26595,09
125,Silencer_tiles;ENSG00000100307;18 --- Random_control;;;21;,7019,09
126,Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79 --- Random_control;;;89;,2868,09
127,Silencer_tiles;ENSG00000100307;18 --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,9201,09
128,Silencer_tiles;ENSG00000179833;22 --- Silencer_tiles;ENSG00000061273;33,9035,09
129,Short_nuclear_domain;MTA3_HUMAN;GATA;357;37 --- Random_control;;;297;,2740,09
130,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,12608,09
131,Random_control;;;124; --- DMD_control_tiles;ENSG00000198947;;31;,3853,09
132,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,18530,09
133,Silencer_tiles;ENSG00000102974;12 --- Silencer_tiles;ENSG00000061273;33,4719,09
134,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,2838,09
135,Silencer_tiles;ENSG00000076108;118 --- Silencer_tiles;ENSG00000076108;118,123681,09
136,Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77 --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,24773,09
137,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Silencer_tiles;ENSG00000130706;26,15363,09
138,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,11782,09
139,Silencer_tiles;ENSG00000141644;47 --- Silencer_tiles;ENSG00000111642;38,9142,09
140,Silencer_tiles;ENSG00000088305;10 --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,2938,09
141,Silencer_tiles;ENSG00000102974;12 --- Random_control;;;385;,3403,09
142,Short_nuclear_domain;WWP2_HUMAN;WW;381;28 --- Silencer_tiles;ENSG00000069812;10,5562,09
143,Short_nuclear_domain;DPY30_HUMAN;Dpy-30;19;41 --- Short_nuclear_domain;MTA3_HUMAN;GATA;357;37,459,09
144,Short_nuclear_domain;MYBA_HUMAN;LMSTEN;223;46 --- Random_control;;;124;,3277,09
145,Human_KRAB_variant;M0QYP0;367 --- DMD_control_tiles;ENSG00000198947;;182;,1374,09
146,Short_nuclear_domain;CBX1_HUMAN;Chromo_shadow;104;52 --- Silencer_tiles;ENSG00000174197;238,1277,09
147,Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63 --- Silencer_tiles;ENSG00000179833;22,4274,09
148,DMD_control_tiles;ENSG00000198947;;131; --- Short_nuclear_domain;DPF1_HUMAN;Requiem_N;34;71,1611,09
149,Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59 --- Random_control;;;205;,6425,09
150,Silencer_tiles;ENSG00000141644;47 --- Short_nuclear_domain;ID2_HUMAN;HLH;15;41,1304,09
151,Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59 --- Silencer_tiles;ENSG00000188779;4,602,09
152,Short_nuclear_domain;ZN777_HUMAN;DUF3669;181;67 --- Random_control;;;297;,3908,09
153,Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79 --- Human_KRAB_variant;M0QYP0;367,2515,09
154,Silencer_tiles;ENSG00000130706;26 --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,7996,09
155,DMD_control_tiles;ENSG00000198947;;357; --- DMD_control_tiles;ENSG00000198947;;251;,679,09
156,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72,9353,09
157,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Random_control;;;297;,11244,09
158,Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45 --- Short_nuclear_domain;TOX_HUMAN;HMG_box;255;68,1241,09
159,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34,6275,09
160,Silencer_tiles;ENSG00000163602;11 --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,2257,09
161,Silencer_tiles;ENSG00000170604;0 --- Silencer_tiles;ENSG00000170604;0,24427,09
162,Short_nuclear_domain;ZN777_HUMAN;DUF3669;181;67 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,3540,09
163,Random_control;;;205; --- Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40,10393,09
164,Random_control;;;411; --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,11716,09
165,Silencer_tiles;ENSG00000076108;118 --- DMD_control_tiles;ENSG00000198947;;176;,4933,09
166,Short_nuclear_domain;ITCH_HUMAN;WW;302;29 --- Short_nuclear_domain;ITCH_HUMAN;WW;302;29,30853,09
167,Short_nuclear_domain;IKKA_HUMAN;IKKbetaNEMObind;665;36 --- Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63,2888,09
168,Silencer_tiles;ENSG00000076108;118 --- Short_nuclear_domain;MTA3_HUMAN;GATA;357;37,8048,09
169,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Silencer_tiles;ENSG00000025156;13,1344,09
170,Short_nuclear_domain;KIBRA_HUMAN;WW;1;29 --- Short_nuclear_domain;ZN777_HUMAN;DUF3669;181;67,451,09
171,Silencer_tiles;ENSG00000025156;13 --- Random_control;;;297;,1000,09
172,Silencer_tiles;ENSG00000130706;26 --- Silencer_tiles;ENSG00000076108;118,6970,09
173,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Random_control;;;372;,8803,09
174,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Silencer_tiles;ENSG00000069812;10,20234,09
175,Silencer_tiles;ENSG00000076108;118 --- DMD_control_tiles;ENSG00000198947;;31;,7346,09
176,Random_control;;;372; --- Short_nuclear_domain;ITCH_HUMAN;WW;302;29,3011,09
177,Short_nuclear_domain;TOX_HUMAN;HMG_box;255;68 --- Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72,818,09
178,Silencer_tiles;ENSG00000141644;47 --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,7888,09
179,Silencer_tiles;ENSG00000174197;238 --- Random_control;;;205;,3839,09
180,Random_control;;;89; --- Silencer_tiles;ENSG00000069812;10,14662,09
181,Silencer_tiles;ENSG00000130706;26 --- Silencer_tiles;ENSG00000069812;10,20285,09
182,Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56 --- Silencer_tiles;ENSG00000100307;18,1744,09
183,Silencer_tiles;ENSG00000179833;22 --- Short_nuclear_domain;DPF1_HUMAN;Requiem_N;34;71,5217,09
184,Silencer_tiles;ENSG00000061273;33 --- Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72,5501,09
185,Silencer_tiles;ENSG00000076108;118 --- Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,6126,09
186,Short_nuclear_domain;TERF1_HUMAN;Myb_DNA-binding;359;48 --- NIZP1_C2HR,651,09
187,Silencer_tiles;ENSG00000102974;12 --- Short_nuclear_domain;WWP2_HUMAN;WW;381;28,2870,09
188,Random_control;;;411; --- DMD_control_tiles;ENSG00000198947;;31;,2454,09
189,Short_nuclear_domain;MTA3_HUMAN;GATA;357;37 --- DMD_control_tiles;ENSG00000198947;;31;,903,09
190,Silencer_tiles;ENSG00000179833;22 --- Random_control;;;372;,5914,09
191,Human_KRAB_variant;M0QYP0;367 --- Human_KRAB_variant;M0QYP0;367,53953,09
192,Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56 --- Silencer_tiles;ENSG00000111642;38,5644,09
193,Random_control;;;385; --- Random_control;;;257;,779,09
194,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Random_control;;;89;,12840,09
195,Silencer_tiles;ENSG00000069812;10 --- Silencer_tiles;ENSG00000025156;13,641,09
196,DMD_control_tiles;ENSG00000198947;;357; --- Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34,3050,09
197,Silencer_tiles;ENSG00000061273;33 --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,5142,09
198,Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65 --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,7924,09
199,Silencer_tiles;ENSG00000179833;22 --- Silencer_tiles;ENSG00000168769;132,7251,09
200,Short_nuclear_domain;TERF1_HUMAN;Myb_DNA-binding;359;48 --- Short_nuclear_domain;WWP2_HUMAN;WW;381;28,1023,09
201,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- Random_control;;;124;,5106,09
202,Human_KRAB_variant;M0QYP0;367 --- Random_control;;;205;,10086,09
203,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Silencer_tiles;ENSG00000069812;10,41944,09
204,Silencer_tiles;ENSG00000061273;33 --- DMD_control_tiles;ENSG00000198947;;259;,2811,09
205,Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41 --- Short_nuclear_domain;DPF1_HUMAN;Requiem_N;34;71,1072,09
206,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- DMD_control_tiles;ENSG00000198947;;357;,12111,09
207,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;KIBRA_HUMAN;WW;1;29,2386,09
208,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Silencer_tiles;ENSG00000069812;10,50536,09
209,Random_control;;;89; --- Silencer_tiles;ENSG00000163602;11,1265,09
210,Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34 --- Silencer_tiles;ENSG00000085224;242,917,09
211,NIZP1_C2HR --- Silencer_tiles;ENSG00000163602;11,1176,09
212,Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59 --- DMD_control_tiles;ENSG00000198947;;171;,1190,09
213,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Silencer_tiles;ENSG00000111642;38,3652,09
214,Short_nuclear_domain;NOTC2_HUMAN;Notch;1440;34 --- DMD_control_tiles;ENSG00000198947;;259;,1267,09
215,Silencer_tiles;ENSG00000127124;78 --- Silencer_tiles;ENSG00000085224;242,1303,09
216,Silencer_tiles;ENSG00000130706;26 --- Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72,4866,09
217,Silencer_tiles;ENSG00000141644;47 --- Silencer_tiles;ENSG00000085224;242,6970,09
218,Random_control;;;205; --- Short_nuclear_domain;ZFP28_HUMAN;KRAB;209;37,7285,09
219,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Random_control;;;124;,10736,09
220,Silencer_tiles;ENSG00000061273;33 --- Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34,4207,09
221,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Random_control;;;257;,11129,09
222,Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59 --- Silencer_tiles;ENSG00000111642;38,3106,09
223,Random_control;;;205; --- Silencer_tiles;ENSG00000205571;13,4254,09
224,Silencer_tiles;ENSG00000179833;22 --- Silencer_tiles;ENSG00000069812;10,32616,09
225,Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45 --- DMD_control_tiles;ENSG00000198947;;31;,2299,09
226,DMD_control_tiles;ENSG00000198947;;297; --- Silencer_tiles;ENSG00000174197;34,1996,09
227,Silencer_tiles;ENSG00000102974;12 --- Short_nuclear_domain;ZN777_HUMAN;DUF3669;181;67,3258,09
228,Random_control;;;257; --- NIZP1_C2HR,4150,09
229,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Silencer_tiles;ENSG00000141644;47,3979,09
230,Silencer_tiles;ENSG00000168769;132 --- Silencer_tiles;ENSG00000111642;38,2365,09
231,Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63 --- Silencer_tiles;ENSG00000076108;118,3738,09
232,DMD_control_tiles;ENSG00000198947;;131; --- DMD_control_tiles;ENSG00000198947;;297;,1540,09
233,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40,109729,09
234,Silencer_tiles;ENSG00000102974;12 --- DMD_control_tiles;ENSG00000198947;;251;,956,09
235,Silencer_tiles;ENSG00000179833;22 --- Silencer_tiles;ENSG00000179833;22,66880,09
236,Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72 --- NIZP1_KRAB,2928,09
237,Silencer_tiles;ENSG00000088305;10 --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,5601,09
238,Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41 --- Silencer_tiles;ENSG00000069812;10,12356,09
239,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Short_nuclear_domain;NOTC2_HUMAN;Notch;1440;34,4300,09
240,NIZP1_KRAB --- NIZP1_KRAB,41889,09
